VIN,Total_Energy
8LW***********J96,180.48
8M3***********4D0,416.35
8M4***********1LR,328.89
8MA***********JMR,218.25
8MK***********5FE,123.48
8ML***********1HV,206.57
8MY***********NFX,281.68
8N3***********F4B,170.75
8N6***********9AH,145.47
8N9***********WEF,248.45
8NX***********B5H,228.15
8P1***********0JP,263.66
8P1***********FEC,173.49
8PT***********Z0G,150.39
8RN***********4P9,248.3
8RW***********K9T,222.75
8S0***********LXY,311.94
8SE***********47G,289.95
8SF***********8BX,193.14
8SS***********DVY,250.78
8T0***********V8F,160.02
8T1***********B6A,274.81
8T7***********WDK,136.3
8TC***********XYH,293.96
8TE***********B9Z,391.12
8U0***********EJ6,248.84
8U1***********WRR,215.88
8U4***********4S2,194.32
8UE***********GYP,137.74
8UU***********ULJ,405.75
8V3***********SJT,414.09
8V4***********55H,101.99
8V9***********U4Y,311.72
8VC***********3JL,356.25
8VD***********H9H,280.64
8VF***********YM6,271.85
8VZ***********G5D,273.32
8WC***********WL3,223.64
8XA***********47R,241.02
8Y1***********CL7,301.85
8Y4***********APS,239.76
8YP***********5FR,286.22
8YW***********5JL,219.33
8Z7***********ZEG,190.22
8ZF***********302,176.87
8ZM***********5MV,428.48
8ZP***********KT0,284.41
8ZZ***********WA0,206.29
90D***********T9E,328.91
90G***********37K,223.93
90M***********M6K,150.0
90Y***********28A,472.2
90Y***********SJS,239.43
91T***********8BX,221.26
922***********ASL,187.06
923***********DV3,181.32
92Y***********0UU,164.27
933***********SYA,173.55
938***********PE5,192.49
939***********T7C,183.59
93D***********2EX,227.82
93L***********5UE,294.52
942***********9MN,389.16
948***********LBT,240.91
94P***********GL2,246.07
94T***********N5S,296.02
95G***********8ZX,235.32
95Y***********R9Z,375.68
968***********1L4,366.6
96K***********EN1,197.61
97A***********A83,205.4
97S***********7MT,341.3
97Y***********A71,196.62
988***********P3D,357.45
98K***********TD7,339.64
98S***********R9F,412.75
99C***********JTN,214.26
99J***********F7S,243.95
99R***********L9V,306.76
99R***********VJN,116.89
9A7***********SZE,234.9
9A9***********4MG,215.99
9AA***********SL1,248.02
9AA***********YD1,219.92
9AB***********1MG,274.05
9B8***********6FX,226.74
9B9***********1FJ,274.72
9C4***********6SG,240.63
9CA***********0DW,126.75
9CB***********0UH,91.5
9CC***********MCL,215.86
9CD***********JA4,217.98
9CG***********JM2,233.77
9CM***********319,218.79
9CU***********LUU,365.71
9DV***********29H,274.32
9DV***********Y9X,226.23
9DX***********4PJ,400.4
9E8***********ARL,302.16
9ED***********CA0,328.98
9EG***********H64,126.11
9ER***********4SW,243.07
9F3***********H9X,133.13
9FE***********XXF,281.27
9FV***********TYS,247.65
9GL***********143,238.16
9GP***********76M,188.92
9GR***********LCT,169.35
9HC***********A4L,255.84
9HC***********THR,262.61
9HD***********3UV,293.58
9JN***********0EM,271.28
9JN***********VJ8,225.84
9K3***********5AF,360.57
9KP***********JRJ,364.46
9L5***********BWN,134.96
9L6***********05Z,395.67
9LF***********J3M,175.32
9LG***********9R4,289.69
9LT***********PMG,154.14
9M9***********TTM,222.35
9NS***********V9Z,152.21
9NW***********5AN,210.96
9P9***********HUY,156.14
9PA***********0E5,278.1
9PB***********0BH,265.11
9PB***********H7K,310.56
9PF***********DDP,135.52
9PN***********JM9,133.63
9PP***********A4V,260.45
9PV***********DKJ,265.79
9PW***********4VP,343.37
9RX***********HS6,229.53
9S2***********2RF,116.73
9S9***********5LD,297.17
9SA***********ZBF,201.71
9SB***********AT5,230.0
9SF***********FSW,238.04
9SN***********2SA,498.21
9SY***********LN8,224.8
9T4***********CZ3,272.4
9TT***********LAZ,198.22
9TX***********ASJ,171.07
9U0***********F7D,268.24
9U5***********AXP,193.04
9U5***********G2J,124.11
9U5***********J79,163.21
9UG***********6GV,245.34
9UM***********TMJ,294.38
9UX***********WBJ,239.06
9VG***********JJZ,180.58
9VJ***********61W,135.59
9VJ***********EG3,114.9
9VM***********T8E,184.04
9VU***********6M1,399.13
9VV***********4D0,179.35
9W1***********WNT,283.77
9WC***********8TM,255.43
9WG***********FJ1,186.5
9WZ***********L8B,188.75
9XC***********25U,179.23
9XE***********6L1,270.34
9YK***********9RU,186.17
9YP***********KUJ,136.06
9YS***********NFH,305.77
9YV***********0GS,107.37
9ZG***********KK3,258.3
9ZS***********9SU,160.24
9ZT***********MAJ,188.0
A02***********XLW,187.09
A06***********35G,401.02
A07***********PRF,131.38
A0G***********7G3,205.42
A15***********F91,385.6
A1B***********VMD,122.56
A1H***********7XX,164.66
A1M***********433,147.83
A1U***********22B,266.58
A1W***********B2B,211.75
A1Y***********JKM,235.95
A22***********JNX,289.67
A23***********U8V,127.03
A26***********JJ2,290.49
A2B***********19X,322.26
A2B***********VFT,301.71
A3K***********NVB,456.9
A3L***********D7U,154.26
A3M***********WWT,307.58
A40***********2MG,306.56
A4D***********B8J,145.39
A4G***********GXX,277.84
A58***********V2H,263.02
A5T***********5SJ,165.24
A5X***********GJF,157.41
A5Z***********LYX,297.94
A67***********3MG,176.81
A7H***********HFU,277.11
A8S***********P6L,400.72
A8V***********D4Y,263.57
A8W***********6WN,302.59
A8Z***********XK5,309.3
A90***********0KH,194.33
A90***********1NC,195.98
A98***********CF5,175.81
A9A***********Y09,329.12
AAH***********GYT,206.18
AAN***********HMK,174.17
AAT***********GBR,248.57
AAZ***********D7G,250.32
AB6***********F27,380.35
ABK***********9NE,279.48
ABL***********HWF,259.11
ABR***********6G4,303.06
ABX***********DPU,354.76
ACB***********KDK,139.74
ACG***********EHA,148.03
ACN***********105,241.41
ACS***********G5N,508.75
ACU***********NJ8,273.88
AD0***********4WP,101.22
AD8***********Y14,191.7
ADH***********T4U,222.19
ADK***********FPM,190.47
AE1***********Y70,292.24
AET***********000,130.39
AEV***********JC4,250.81
AEW***********SL7,312.17
AF1***********9JY,251.08
AFS***********0N8,129.1
AFW***********TEB,80.07
AG0***********JVC,226.36
AGE***********2EK,278.98
AGT***********RDG,224.81
AH3***********3C3,180.97
AH4***********N3C,379.01
AH8***********PKV,208.5
AHB***********3VD,229.38
AHH***********3UA,152.85
AHW***********4BM,466.37
AJ1***********67P,129.67
AJ7***********SGN,279.83
AJT***********DM5,270.1
AJU***********VWB,207.45
AJW***********NCA,177.41
AKB***********J3U,213.8
AKD***********UY1,253.44
AKU***********CX0,240.64
AKU***********EX5,202.27
AL5***********C3V,247.15
ALF***********4ZC,233.73
ALM***********RM9,199.87
AM4***********WXT,197.57
AM4***********ZNX,461.19
AMD***********9UA,208.73
AMP***********X9V,168.82
AN0***********YC9,291.81
AN3***********9UF,122.24
AN7***********E7K,226.63
AN8***********5B0,235.86
ANA***********HME,157.29
ANM***********9YM,176.88
APB***********842,291.17
APC***********GG0,257.16
APY***********CZF,125.57
AR5***********H27,88.2
AR5***********RAJ,156.53
AR6***********EP9,204.99
ARK***********43E,348.43
ARM***********YH0,245.65
ARY***********S5P,187.67
ASE***********4UD,122.58
ASF***********83G,209.69
ASN***********KZ1,148.52
AT4***********RCB,322.69
AT8***********5NH,140.32
ATK***********56E,348.98
ATV***********TMV,192.2
AU4***********4XJ,231.92
AUB***********G7C,340.37
AUR***********2MZ,110.62
AVD***********3P1,226.64
AW5***********MER,333.16
AW8***********FGC,280.5
AWB***********YGR,196.98
AWC***********U64,193.92
AWP***********MSD,332.2
AWR***********SC1,202.35
AWU***********08K,187.77
AWX***********KW7,233.66
AWY***********CGX,70.54
AX1***********Y6T,334.4
AXD***********LN3,418.78
AXZ***********EU1,231.74
AY3***********MYU,212.03
AYX***********TUR,267.44
AZ1***********2VY,244.36
AZ9***********GY7,256.28
B0S***********2ZG,164.9
B0X***********PBZ,291.06
B11***********Y3R,139.05
B14***********KNE,244.2
B17***********9Z7,396.29
B1J***********S29,132.15
B1P***********GF4,267.4
B21***********4CF,346.31
B2D***********Z5F,154.52
B2H***********UE3,144.72
B2J***********50G,152.77
B2L***********27Y,258.06
B2M***********UZL,298.39
B44***********2HJ,116.18
B4M***********2FX,291.5
B4S***********WE2,256.63
B5K***********TE9,231.04
B5T***********MCN,415.96
B5Z***********XTU,109.2
B61***********14J,222.31
B62***********ZYR,248.53
B67***********3RU,318.94
B6B***********EZL,324.52
B6K***********7HR,127.71
B6M***********WRN,313.36
B6N***********JRJ,326.54
B71***********WDY,144.71
B72***********YHJ,180.66
B7C***********8XU,281.6
B7K***********HJ1,208.02
B7M***********R5G,160.06
B7R***********45J,93.92
B7R***********GMP,228.29
B7X***********TR8,331.05
B86***********TY6,325.04
B89***********BF3,144.24
B8E***********4KN,168.25
B8F***********UAZ,370.82
B8K***********R3Z,141.54
B96***********4RR,122.75
B96***********N54,121.04
B97***********A3X,279.29
B9C***********7HJ,203.95
B9D***********ZAT,294.0
BA1***********WUE,139.2
BA4***********Z86,223.95
BAC***********WZB,113.79
BAE***********Z0R,188.81
BAJ***********993,131.15
BAR***********2DP,209.18
BAT***********M0D,315.4
BB6***********GEW,398.09
BB7***********3Y0,220.24
BBY***********7P8,300.83
BC0***********DP9,148.16
BC2***********CJ7,298.61
BC6***********3YR,318.52
BC8***********AXY,315.76
BC8***********J2V,389.62
BCH***********C10,342.36
BCR***********FD5,210.05
BCZ***********2FZ,204.11
BD4***********NDF,211.79
BDD***********867,156.44
BDH***********GDX,308.88
BDM***********20A,368.23
BDP***********WUV,245.17
BDY***********1DA,330.18
BED***********F2J,265.83
BEE***********DJM,118.17
BEF***********E8P,216.56
BEH***********19J,361.55
BES***********FPM,144.28
BF0***********PPK,297.86
BF5***********FHE,240.67
BFB***********EP2,227.75
BFH***********YYE,349.01
BG6***********V2H,208.66
BG9***********BJ6,176.34
BJ0***********KY5,240.41
BJT***********J2R,300.59
BK1***********CK5,134.76
BK2***********JDY,188.54
BK2***********U9R,247.52
BK9***********VKC,129.86
BKA***********FZF,330.22
BKX***********KDA,182.63
BLC***********X1X,288.93
BLE***********6TZ,331.03
BLS***********4RM,141.1
BLZ***********YC6,162.31
BM5***********L0J,153.21
BMZ***********002,358.0
BN1***********DRA,241.21
BN2***********F0U,344.96
BN4***********MEM,279.31
BN8***********RE9,130.35
BNA***********MSN,102.39
BNC***********HKG,300.25
BNH***********8RM,142.29
BNJ***********9RG,130.08
BNL***********VA9,117.56
BNM***********CYF,133.16
BNT***********LVF,227.59
BP1***********X5W,215.31
BP9***********0F6,169.8
BPD***********018,239.92
BPN***********AGM,284.66
BPS***********BKT,118.09
BPZ***********1C2,293.93
BR1***********GPG,285.87
BRH***********37L,239.94
BRS***********PXP,213.72
BRT***********YT5,257.38
BRV***********13M,280.84
BRZ***********X8E,318.33
BS7***********CEU,136.35
BSB***********3KM,148.96
BT0***********N5B,311.48
BTK***********L4F,259.28
BU1***********UD8,163.67
BUR***********7HY,221.73
BV4***********PEJ,193.42
BV8***********3WG,353.17
BVG***********Y0D,131.35
BVJ***********1JP,387.02
BVJ***********6DE,145.4
BVV***********5GU,371.68
BVX***********WBA,334.68
BWL***********TFS,147.9
BWR***********DLD,174.13
BWT***********CK7,213.79
BXF***********JDR,308.62
BXT***********GR2,108.03
BYA***********47X,158.95
BZ2***********MSA,159.03
BZ3***********6PN,184.27
C01***********N4F,139.46
C04***********BCU,253.33
C07***********EHL,109.77
C0H***********A6T,131.68
C0J***********8NY,323.52
C0K***********TLJ,283.35
C0P***********67M,297.51
C0X***********20Y,304.79
C0X***********K8Z,218.4
C0Z***********6KM,241.98
C10***********TYL,117.84
C1C***********7H1,443.84
C1E***********Y6T,246.5
C1F***********DEC,306.38
C22***********KVT,149.34
C29***********NZZ,390.01
C2E***********99T,146.66
C2L***********EGT,251.25
C2Z***********C84,406.14
C31***********VZF,203.55
C32***********D1F,256.49
C36***********60W,267.6
C3B***********DRS,151.88
C3S***********BZP,159.76
C44***********FX1,211.32
C48***********Z6P,194.56
C4K***********2NC,121.04
C4T***********KDK,149.05
C4U***********VVD,143.14
C56***********FCJ,367.14
C6B***********P45,385.17
C6W***********4JT,164.65
C70***********M6C,153.26
C73***********4Y1,372.94
C73***********XST,336.41
C7V***********0YF,359.28
C7V***********XWR,125.41
C7Y***********LF0,222.9
C85***********6EG,357.01
C86***********688,145.56
C87***********S0D,271.62
C89***********Y1U,280.54
C8E***********59R,201.83
C8U***********ADW,208.46
C92***********10J,188.49
C96***********RX7,310.38
CA3***********SWJ,267.32
CA4***********33X,154.02
CA6***********SC1,305.79
CAS***********22Y,199.6
CB0***********ZYD,248.64
CB7***********B8F,148.01
CBD***********7GJ,330.21
CBK***********K6R,370.35
CBM***********751,202.16
CBN***********MKW,59.71
CBZ***********7VG,100.03
CCF***********FZR,313.69
CCV***********0D5,436.4
CCW***********S74,109.61
CD9***********UZ5,283.01
CDF***********S25,155.19
CDL***********R41,170.38
CDS***********039,218.79
CE1***********9U0,172.5
CE4***********UCZ,359.65
CE5***********HYE,212.63
CED***********Z3N,105.5
CEN***********WUC,297.63
CEP***********ELC,318.47
CEV***********UNE,197.31
CF9***********ZWT,327.37
CFL***********G9M,148.85
CFS***********CP3,340.26
CFY***********7M8,126.39
CG5***********A9F,221.78
CG8***********KBN,280.39
CGB***********7K5,290.33
CGY***********19C,217.75
CH9***********CU5,215.22
CHZ***********250,285.73
CJ5***********G6T,332.5
CJH***********W9M,315.83
CKL***********98S,111.21
CKU***********X81,137.96
CL7***********1ZY,298.51
CLM***********W0G,170.26
CLY***********9VR,360.45
CM7***********FB7,344.14
CMA***********927,183.64
CML***********4RS,269.32
CN1***********05D,173.35
CN1***********M5J,108.7
CNN***********3F2,89.26
CNU***********GJG,312.75
CNV***********7YP,233.58
CNZ***********38S,148.61
CP3***********BSH,167.32
CP7***********VKE,191.23
CP9***********JSL,284.56
CPC***********JPP,294.67
CPH***********339,151.12
CR8***********3EW,238.63
CRG***********XFJ,208.24
CRJ***********CGA,232.56
CRR***********FT7,405.18
CS2***********990,154.74
CS3***********5FG,391.52
CS5***********R99,322.51
CSB***********4ZH,184.8
CSD***********LML,202.11
CSM***********U2V,239.79
CST***********KVZ,155.96
CSY***********F01,435.52
CT1***********PBX,347.37
CTE***********62Y,271.0
CTF***********LY3,139.0
CTG***********7PC,264.65
CTX***********VD3,131.13
CU0***********FE5,128.69
CUC***********UPW,180.84
CV3***********A5R,120.2
CV7***********8SY,187.31
CV7***********E1J,138.32
CV8***********CM9,229.16
CVH***********4MK,80.97
CVH***********7FX,215.35
CVK***********MTU,333.42
CVP***********R6H,180.35
CVV***********UE9,240.9
CWM***********56U,154.77
CXD***********V5N,207.95
CXH***********EF6,249.61
CXJ***********HSC,205.88
CXX***********54A,286.88
CY6***********TJV,348.85
CYE***********TC4,446.8
CYP***********P0M,166.62
CZA***********730,149.37
CZD***********JHC,279.59
CZH***********MA4,291.32
CZV***********DL2,126.98
D01***********U6X,289.92
D0L***********RZB,217.39
D0R***********C63,369.48
D0S***********BT2,95.77
D18***********NHS,333.95
D1U***********K0H,165.2
D1X***********9S2,208.63
D22***********ZFU,215.94
D2B***********8E0,363.48
D2C***********BHR,125.88
D2H***********T8N,112.08
D30***********WKJ,249.3
D30***********X3F,250.81
D3G***********GN8,300.88
D3R***********8EY,193.83
D46***********HSG,273.8
D4L***********KYA,146.87
D5C***********WAX,329.11
D6A***********H28,183.65
D6H***********U39,125.0
D6Y***********YBY,321.96
D7H***********WXT,242.53
D7S***********KX3,222.54
D7T***********1HU,379.15
D82***********0E3,120.36
D82***********C20,138.23
D82***********ZSS,213.25
D8P***********C7E,212.38
D9H***********0EK,122.77
D9H***********4EA,343.26
D9P***********Y3V,216.44
D9Y***********6Z7,162.7
DA8***********UA4,395.23
DAA***********9WM,193.64
DAE***********AXP,232.51
DAT***********4JL,308.83
DAU***********GYZ,120.8
DAY***********Z72,263.23
DBA***********1NL,290.74
DBR***********C0A,275.43
DBV***********YYC,292.53
DC3***********B5S,311.74
DCE***********XB4,196.17
DCL***********P2J,299.43
DD1***********NVJ,308.53
DDM***********L9E,328.21
DDU***********S4Y,153.85
DDV***********6SU,203.07
DDX***********3DP,125.63
DEM***********4JB,346.25
DET***********C8V,316.21
DEY***********PSP,255.33
DF1***********ZZ7,185.01
DFB***********CJT,268.91
DFK***********V5G,269.0
DFM***********N6E,400.8
DFP***********C1T,191.34
DFX***********KJX,157.97
DFY***********MLV,128.65
DG3***********44S,156.66
DG8***********XY1,369.1
DGN***********RKD,356.04
DHC***********40X,223.86
DHN***********PZC,198.82
DHS***********HY4,304.42
DJ0***********G89,225.47
DJG***********DC2,135.34
DK4***********F41,161.45
DKE***********EWT,119.34
DKF***********ZWP,268.33
DKU***********CGG,158.01
DL6***********MKB,385.48
DL6***********ZWD,277.66
DLF***********K1V,213.57
DLW***********W9B,108.45
DMC***********LTD,236.27
DMM***********ZNU,345.75
DMS***********4FK,456.52
DN6***********7C0,176.57
DNL***********7JP,193.22
DPK***********HZV,321.27
DPV***********1S9,331.12
DRM***********HGV,97.03
DS5***********KFT,257.69
DS6***********ZBD,289.85
DS8***********1YX,242.67
DSE***********0L8,291.31
DSW***********LW5,135.39
DSX***********AK6,162.02
DSY***********0N1,133.02
DSZ***********LFH,116.36
DT4***********YF2,425.62
DTE***********BFR,192.83
DTE***********MCX,385.07
DTH***********MNS,373.87
DTW***********EPR,240.16
DUE***********PBB,120.82
DUV***********MR8,294.56
DV0***********834,331.46
DV8***********GP5,100.18
DVN***********M9X,188.6
DVS***********9ZM,156.53
DW0***********72T,179.54
DW3***********59X,254.2
DWD***********LCN,229.94
DWF***********L5M,160.24
DWH***********MLV,315.32
DX4***********N4S,185.15
DX6***********XMT,203.51
DX8***********6FJ,327.42
DXY***********6CT,215.23
DY5***********FS3,224.6
DY5***********W65,356.09
DYC***********TNN,128.76
DYZ***********2GL,174.6
DZ8***********TX7,214.41
DZB***********MZJ,135.35
DZF***********GZC,271.01
DZJ***********82Z,217.31
DZT***********9G5,135.67
E0G***********PS0,287.56
E0J***********6EA,282.65
E0N***********8H1,320.25
E12***********MMJ,288.64
E1A***********PPS,185.58
E1H***********KLL,214.99
E1R***********D65,194.29
E1U***********9UR,181.54
E1X***********FNT,434.9
E20***********JRF,121.39
E26***********Y4A,211.09
E2D***********ZPF,184.68
E2G***********7AG,254.63
E2S***********XRH,230.7
E33***********785,226.59
E34***********FV8,291.87
E3B***********ZL0,219.73
E3R***********8PF,174.76
E3W***********8YG,291.77
E3W***********L2V,182.45
E3W***********WH2,195.31
E4A***********T0T,254.83
E4B***********PSN,226.17
E4D***********3Z8,138.82
E4F***********SJJ,297.35
E4P***********S32,340.82
E52***********SG0,149.65
E56***********Y59,264.7
E5H***********B3J,351.42
E5R***********K06,124.68
E5U***********NRY,125.68
E6B***********4FY,303.0
E6X***********3HX,187.99
E7B***********GVR,215.73
E7J***********FME,131.84
E7P***********YF9,264.58
E80***********YEB,355.9
E8C***********H5B,460.22
E8H***********464,274.97
E8P***********DWG,263.96
E96***********JGG,317.73
E9E***********ELL,267.76
E9H***********ZUN,156.62
E9M***********0LJ,87.95
E9M***********29T,261.48
E9M***********HS5,186.34
E9W***********S6B,155.71
EA1***********DFN,412.83
EAA***********SDL,393.16
EAD***********WZY,244.53
EAF***********9SP,199.13
EAL***********14N,345.51
EAM***********SM9,294.19
EAY***********KML,198.01
EAY***********PKD,212.41
EAZ***********U2A,129.88
EBD***********7YX,228.76
EBH***********5KU,176.71
EBL***********74D,319.6
EBM***********EUK,199.75
EBP***********9A1,148.22
EBY***********58S,340.52
EC6***********FWT,185.51
EC7***********B31,287.27
ED2***********UFW,261.73
ED9***********DMT,280.17
EDK***********T26,302.19
EDX***********VCY,325.22
EE9***********0WM,253.06
EEF***********GG0,209.85
EEX***********FSJ,443.26
EF7***********GVC,120.68
EFA***********0WY,153.67
EFD***********3SW,247.35
EFF***********4GD,365.76
EFF***********U10,178.11
EFN***********K7P,277.51
EGJ***********USE,394.22
EGN***********ZNS,350.98
EGR***********RZX,330.81
EGX***********YGJ,262.18
EH1***********FVL,299.57
EH5***********HHE,355.1
EHC***********TW2,437.23
EHT***********FAW,226.16
EJ1***********5UW,234.1
EJ1***********YF2,204.11
EJ7***********RS3,198.1
EJH***********ZK2,273.83
EJM***********EMH,243.62
EJY***********TTV,222.85
EKA***********E7F,269.17
EKC***********BFU,273.0
EKS***********3TK,77.35
EKV***********Y94,75.65
ELA***********52T,281.78
ELG***********A9L,155.41
ELL***********9B8,313.18
ELZ***********LDZ,128.28
EM0***********ZB5,373.13
EM4***********R90,332.22
EM4***********ZN5,126.44
EM7***********GPP,158.48
EMB***********HSF,186.28
EMC***********3ZH,217.32
EMF***********T3H,191.56
EMX***********1EH,265.2
EN6***********YP2,107.77
EN9***********XNP,189.97
ENL***********0AW,199.1
ENM***********VN2,205.56
EP9***********X8E,177.79
EPA***********10G,87.32
EPB***********3L3,199.51
EPH***********Y4M,125.78
EPK***********NKA,309.59
EPY***********XC0,204.59
ERM***********UN1,158.26
ES2***********4T9,284.67
ES3***********X5V,259.66
ESB***********38U,261.35
ESF***********C85,227.76
ESG***********ZDN,201.39
ESX***********TZ1,157.49
ET0***********CTY,323.27
ET3***********AH2,372.3
ET8***********LX5,425.85
ETE***********8E2,298.77
ETM***********EWY,325.1
ETR***********ZP8,288.32
ETT***********Y6K,285.58
ETZ***********BH7,337.3
EU4***********YYJ,219.07
EU8***********WXY,163.88
EUT***********XGC,229.24
EUY***********6EF,369.42
EVA***********T5R,150.9
EW7***********U6F,387.67
EW9***********XP6,401.94
EWA***********RK3,163.12
EWF***********HG4,136.42
EWK***********MXT,313.38
EWP***********A9Z,399.05
EX4***********J1L,164.3
EYA***********X01,267.15
EYD***********A44,120.34
EYH***********KSN,157.06
EYJ***********VA9,245.54
EYY***********03Y,155.16
EZ0***********GAL,155.54
EZ4***********GPM,175.35
EZ7***********MUF,266.45
EZE***********81Y,109.18
EZT***********01N,352.86
F08***********5F6,191.5
F0D***********MAM,206.04
F0H***********HPG,235.04
F0P***********4B3,301.05
F0P***********VZD,304.31
F0V***********B63,284.65
F12***********A5U,183.07
F17***********PUF,190.88
F1F***********UAK,281.54
F1M***********E9F,257.07
F1R***********6XL,320.74
F2F***********NB8,294.21
F2H***********181,226.93
F2N***********67D,177.1
F2Z***********5D2,253.83
F30***********5F5,327.99
F3M***********DX1,346.67
F46***********7BX,196.59
F4C***********4DL,201.25
F4P***********8DG,277.41
F4R***********7NZ,246.19
F4S***********EWH,355.46
F4U***********X75,215.5
F4Z***********PVW,402.14
F55***********A2E,280.42
F56***********PKV,226.05
F5C***********57L,117.67
F5H***********VZS,274.5
F6B***********NJP,336.19
F6K***********X8C,99.21
F75***********CL4,249.17
F75***********M20,143.37
F7F***********ZK3,200.54
F8L***********MA6,87.79
F8P***********E01,234.8
F8R***********WVA,415.19
F8Z***********G7M,240.36
F94***********Y2J,107.9
F9L***********V3J,309.08
F9T***********TYT,449.29
F9W***********XNN,128.3
F9Y***********9F3,114.78
F9Z***********A3U,229.13
FBP***********7V8,288.09
FBZ***********60P,301.16
FCF***********J7F,221.76
FCH***********FWC,186.95
FD7***********DW9,288.05
FDC***********4V5,178.2
FDE***********K98,375.23
FDS***********J2P,299.04
FE7***********D90,134.1
FEE***********PUF,343.54
FEF***********1Y6,155.45
FEF***********21S,498.16
FEN***********72T,265.49
FFG***********ZZL,177.65
FFM***********YCH,263.99
FFV***********E2H,227.91
FG6***********381,260.88
FG8***********DP3,208.14
FGD***********4LS,184.64
FGH***********3KP,121.91
FGP***********AYY,238.38
FGR***********M0N,242.42
FGT***********LKB,244.93
FH0***********1NG,260.85
FHB***********36A,173.88
FJ0***********AHH,77.06
FJ1***********CN7,380.22
FJ2***********YGR,341.05
FJ3***********9T4,349.17
FJ4***********EJ1,376.37
FJE***********KH0,196.84
FJJ***********250,235.66
FJR***********BJR,400.77
FJZ***********YBM,261.93
FKA***********F0B,303.05
FKF***********RWS,203.25
FKH***********MSE,233.43
FKW***********RSG,313.58
FLA***********G7M,175.34
FLD***********FJ9,145.07
FLE***********9M0,203.84
FLS***********AYP,294.77
FM0***********37Z,319.99
FM5***********6NJ,191.95
FME***********UFH,161.54
FML***********0LM,172.94
FMP***********048,148.91
FMS***********2YS,256.82
FN5***********88P,236.37
FPV***********X25,207.27
FR0***********7WH,204.38
FR4***********90Z,92.16
FRV***********543,192.78
FRX***********J2P,241.17
FS1***********4P1,281.4
FS6***********Y34,134.24
FS7***********GLL,371.87
FS9***********LTA,192.36
FSY***********916,384.28
FT6***********TEE,223.68
FTL***********VSF,185.76
FTP***********3F7,133.34
FU7***********RC3,138.38
FU9***********LPB,269.05
FUA***********RST,181.21
FUD***********08B,331.48
FUF***********16W,297.47
FUN***********TXJ,210.93
FV3***********CJ2,221.71
FV9***********BYH,343.01
FVF***********6SD,209.17
FVF***********WBJ,373.51
FVG***********LNW,365.89
FVN***********53D,184.39
FVZ***********5U1,172.42
FWH***********4K7,177.64
FWK***********E1P,266.01
FWZ***********9HK,185.08
FX2***********DT1,282.2
FX5***********DGV,131.15
FXH***********NA1,335.52
FXS***********ZWG,207.76
FXZ***********M69,246.46
FXZ***********U1B,340.79
FYB***********A32,221.13
FYE***********LX7,185.62
FYF***********NRK,94.75
FYK***********6NX,159.03
FYK***********KTU,210.33
FYL***********DAD,178.83
FYL***********KRE,343.03
FYS***********AK4,131.01
FYV***********83B,228.86
FZA***********E5Z,125.55
FZK***********B3R,252.31
FZT***********XGL,242.45
G00***********XFN,93.21
G02***********21W,288.32
G02***********U0J,119.65
G0L***********SD5,225.57
G0P***********ZFV,366.74
G0W***********T5F,258.64
G21***********FPT,130.64
G24***********GWA,318.63
G2A***********JPV,319.14
G2D***********3SD,123.18
G37***********X3B,316.18
G3G***********0A2,218.2
G43***********7UT,321.11
G45***********47P,304.4
G4F***********DFG,221.91
G4S***********02C,198.85
G4X***********DXR,303.7
G5E***********P0W,272.93
G5N***********UPX,231.65
G6M***********UVW,263.72
G7F***********JE9,240.13
G7N***********H2H,297.52
G7V***********34V,256.32
G89***********FTL,343.43
G8L***********TY4,150.5
G8N***********EDB,300.82
G8X***********FSR,253.01
G9E***********HJP,176.97
GA0***********VJ3,110.49
GA2***********L2P,115.84
GA5***********7E1,203.84
GA8***********05C,203.47
GAF***********64D,188.18
GAG***********9NB,205.44
GAJ***********EHK,305.81
GAL***********XKZ,276.43
GC3***********SF1,244.97
GCF***********8RM,208.7
GCZ***********JUR,321.09
GDD***********7LJ,170.53
GDL***********MYT,304.53
GE4***********EXA,172.18
GE7***********J4C,256.58
GEL***********P28,128.27
GEU***********SZ0,184.77
GEX***********JWF,225.62
GFY***********WMK,208.39
GG6***********2PE,362.6
GH1***********K0P,263.95
GHC***********194,209.67
GHF***********5AD,166.31
GHJ***********ADP,415.51
GHP***********JRZ,160.05
GHZ***********G46,204.44
GJ9***********NA2,479.42
GJM***********S8M,194.5
GJN***********AVV,118.59
GK2***********T7Z,272.38
GK8***********LX3,183.78
GL2***********ZA1,195.76
GLP***********GHX,216.22
GLV***********6TA,179.9
GM5***********SBC,279.18
GMH***********459,334.78
GMV***********AW9,137.56
GN1***********1S0,168.85
GNB***********AXE,374.51
GNC***********KA4,302.11
GNH***********6PF,296.98
GP7***********3VJ,354.9
GPL***********A85,247.14
GPN***********MNR,123.91
GPT***********C5K,214.38
GR5***********R20,286.05
GRF***********FKB,150.68
GRX***********RK2,209.35
GRY***********XVY,306.1
GS3***********FTU,306.98
GT0***********DES,141.19
GTF***********LMZ,176.37
GTM***********MW2,272.68
GTU***********SEF,289.43
GUB***********ZFY,192.47
GUX***********H7W,156.08
GVH***********Y2F,418.37
GVN***********6VY,267.66
GVY***********RPZ,257.7
GW0***********16T,261.53
GW1***********GWH,196.51
GWC***********49W,174.62
GWD***********7C7,272.42
GWH***********698,161.87
GWR***********20X,328.6
GWR***********PPW,233.47
