Event_ID,Line,Station,TS,Part_No,BOM_Version,Torque,Pressure,Cycle_Time,Defect,Inspection_Source,Tool_ID,Supplier,VIN,WO,Rework_Flag,Scrap_Reason,Calibration_Factor,Shift,Temp_C,Shift_Derived
4215,GA-1,STN-02,2026-11-03 18:10:00,194-DEF,BOM-2,48.80226,11.470260207669714,51.19,,Automated,TL-016,SUP-09,WSC***********P81,WO-73909,False,Torque Out of Spec,0.9879,Evening,83.9715,Evening
4347,GA-2,STN-02,2026-11-03 18:13:00,319-ABC,BOM-2,44.7447,10.817400000000001,55.97,REJECT,human,TL-011,SUP-02,Z3K***********XVB,WO-87007,False,Leak Detected,0.9834,Evening,67.75626000000001,Evening
4349,GA-1,STN-02,2026-11-03 18:14:00,875-ABC,BOM-1,49.9616,10.47272,74.82,OK,Human,TL-007,sup-02,2G3***********8RB,WO-34581,False,Leak Detected,0.9608,Evening,79.45816,Evening
4357,GA-1,STN-02,2026-11-03 18:18:00,399-DEF,BOM-1,54.519780000000004,10.15959,37.29,,HUMAN,TL-023,SUP-09,79J***********N0U,WO-21656,False,Leak Detected,1.0059,Evening,90.43041000000001,Evening
4365,GA-1,STN-02,2026-11-03 18:22:00,781-GHI,BOM-3,38.306270000000005,9.50309,68.52,,human,TL-003,SUP-09,TA4***********EG8,WO-78886,False,Leak Detected,0.9797,Evening,78.08209000000001,Evening
4371,GA-1,STN-02,2026-11-03 18:25:00,589-DEF,BOM-1,42.08184,10.629429528813137,64.68,REPAIR,human,TL-022,SUP-02,2KW***********5H4,WO-35958,False,Visual Defect,0.9972,Evening,84.36312,Evening
4373,GA-2,STN-02,2026-11-03 18:26:00,717-GHI,BOM-1,43.37855999999999,12.337919999999999,79.59,REJECT,human,TL-023,sup-09,RK1***********N2B,WO-39572,False,Torque Out of Spec,0.9792,Evening,94.4928,Evening
4382,GA-2,STN-02,2026-11-03 18:30:00,107-DEF,BOM-1,52.52364,10.179,58.25,,automated,TL-007,sup-01,UUC***********5HR,WO-34481,False,Leak Detected,1.0179,Evening,64.73844,Evening
4389,GA-2,STN-02,2026-11-03 18:34:00,677-GHI,BOM-3,40.28685,10.46766019939602,82.08,REPAIR,human,TL-012,SUP-02,85G***********AAC,WO-65306,False,Torque Out of Spec,0.9615,Evening,77.59305,Evening
4422,GA-1,STN-02,2026-11-03 18:50:00,430-GHI,BOM-2,54.214259999999996,10.63018657179498,76.98,,automated,TL-022,sup-09,TU7***********3KZ,WO-13772,False,Temperature High,1.0077,Evening,71.5467,Evening
4437,GA-2,STN-02,2026-11-03 18:58:00,218-DEF,BOM-1,48.1874,6.020546339579972,55.83,UNKNOWN,automated,TL-014,sup-01,8Y1***********MAH,WO-24799,False,,1.006,Evening,75.8524,Evening
4448,GA-1,STN-02,2026-11-03 19:03:00,671-DEF,BOM-1,49.96974,,65.34,REPAIR,Human,TL-010,SUP-01,5RF***********Y15,WO-41909,False,Torque Out of Spec,0.9974,Evening,79.792,Evening
4360,GA-1,STN-02,2026-11-03 19:10:00,717-GHI,BOM-3,57.89836,9.525926998441786,50.69,REPAIR,automated,TL-004,sup-01,HCT***********KN0,WO-97776,False,Torque Out of Spec,0.9682,Evening,79.48921999999999,Evening
4463,GA-1,STN-02,2026-11-03 19:11:00,576-DEF,BOM-2,55.255959999999995,8.4779,70.86,REPAIR,AUTO,TL-007,SUP-02,16C***********V1L,WO-28754,False,Leak Detected,0.9974,Evening,92.85793999999999,Evening
4467,GA-1,STN-02,2026-11-03 19:13:00,263-ABC,BOM-3,50.723349999999996,11.384799999999998,58.2,REPAIR,AUTO,TL-011,SUP-02,BLB***********UMT,WO-32877,False,Temperature High,1.0165,Evening,87.92725,Evening
4494,GA-2,STN-02,2026-11-03 19:26:00,520-GHI,BOM-3,46.18536,8.27658,68.49,REJECT,automated,TL-022,sup-02,XV8***********M1X,WO-21429,False,Temperature High,1.0218,Evening,77.45244,Evening
4511,GA-1,STN-02,2026-11-03 19:35:00,618-DEF,BOM-3,49.333099999999995,10.609267915994428,60.79,REPAIR,Human,TL-004,sup-09,HMX***********1MD,WO-88081,False,Torque Out of Spec,1.013,Evening,81.34389999999999,Evening
4515,GA-2,STN-02,2026-11-03 19:37:00,465-GHI,BOM-2,49.34355,10.55268,51.7,REPAIR,AUTO,TL-012,SUP-02,HL4***********WR1,WO-32451,False,Visual Defect,0.9771,Evening,67.02905999999999,Evening
4528,GA-1,STN-02,2026-11-03 19:43:00,,BOM-3,51.6126,13.2834,36.21,REPAIR,AUTO,TL-008,sup-02,61R***********GDE,WO-57917,False,,1.014,Evening,109.71480000000001,Evening
4530,GA-1,STN-02,2026-11-03 19:44:00,373-DEF,BOM-3,56.18756,10.003289482756243,67.81,REJECT,automated,TL-023,sup-02,3FR***********14Y,WO-86978,False,,0.9823,Evening,73.37781,Evening
4535,GA-2,STN-02,2026-11-03 19:47:00,302-ABC,BOM-1,49.1,11.783999999999999,48.47,,AUTO,TL-022,SUP-01,XUM***********GHY,WO-27113,False,,0.982,Evening,58.1344,Evening
4539,GA-1,STN-02,2026-11-03 19:49:00,131-ABC,BOM-1,43.95265,5.277703084708835,62.2,OK,automated,TL-020,SUP-01,RH5***********SH4,WO-21773,False,Torque Out of Spec,0.9877,Evening,58.96569,Evening
4550,GA-2,STN-02,2026-11-03 19:54:00,175-ABC,BOM-2,46.40489999999999,7.876763330989119,64.18,UNKNOWN,automated,TL-008,SUP-02,0E0***********F6V,WO-74917,False,Leak Detected,1.011,Evening,82.39649999999999,Evening
4553,GA-1,STN-02,2026-11-03 19:56:00,681-ABC,BOM-1,47.508700000000005,9.68525,55.78,REPAIR,Human,TL-020,SUP-09,P3W***********HJZ,WO-15699,False,Leak Detected,1.0195,Evening,108.16895,Evening
4565,GA-1,STN-02,2026-11-03 20:02:00,697-ABC,BOM-2,52.248,7.9616,61.05,REJECT,HUMAN,TL-002,sup-01,6AL***********3CX,WO-15567,False,Torque Out of Spec,0.9952,Evening,70.26111999999999,Evening
4589,GA-1,STN-02,2026-11-03 20:14:00,642-DEF,BOM-2,40.8028,10.815199999999999,71.97,REPAIR,human,TL-009,SUP-01,FT2***********B5L,WO-89572,False,Torque Out of Spec,0.9832,Evening,66.16936,Evening
4592,GA-2,STN-02,2026-11-03 20:15:00,134-ABC,BOM-1,58.87708,11.530520000000001,44.91,REJECT,AUTO,TL-018,sup-02,XAT***********S64,WO-13354,False,Torque Out of Spec,1.0204,Evening,82.36895555555556,Evening
4598,GA-2,STN-02,2026-11-03 20:18:00,187-GHI,BOM-2,51.901630000000004,9.63744,81.05,REPAIR,human,TL-006,SUP-09,70B***********NUZ,WO-67595,False,Leak Detected,1.0039,Evening,81.21551000000001,Evening
4619,GA-2,STN-02,2026-11-03 20:29:00,685-DEF,BOM-2,63.477050000000006,7.1748,54.06,REJECT,human,TL-023,SUP-02,587***********GKA,WO-97151,False,Temperature High,0.9965,Evening,86.91694444444445,Evening
4624,GA-2,STN-02,2026-11-03 20:31:00,914-DEF,BOM-3,54.4439,11.35085,54.29,,human,TL-022,SUP-02,7E5***********08S,WO-69224,False,Visual Defect,1.0045,Evening,85.66152777777776,Evening
4636,GA-2,STN-02,2026-11-03 20:37:00,808-ABC,BOM-2,42.367599999999996,9.629,67.93,REJECT,automated,TL-010,sup-09,TMT***********8MA,WO-34693,False,Visual Defect,0.9629,Evening,69.42509,Evening
4647,GA-2,STN-02,2026-11-03 20:43:00,312-DEF,BOM-3,48.96444,8.57124,71.9,REPAIR,HUMAN,TL-019,sup-01,L11***********V1D,WO-94276,False,Leak Detected,0.9852,Evening,78.22488,Evening
4653,GA-2,STN-02,2026-11-03 20:46:00,725-ABC,BOM-1,52.78772000000001,9.92936,69.28,REPAIR,AUTO,TL-021,SUP-01,J0E***********M7W,WO-97367,False,,1.0132,Evening,79.76135555555557,Evening
4661,GA-1,STN-02,2026-11-03 20:50:00,674-DEF,BOM-3,42.52430999999999,10.047509999999999,57.47,REPAIR,HUMAN,TL-024,SUP-09,DMP***********V0S,WO-53365,False,Leak Detected,1.0149,Evening,67.9983,Evening
4669,GA-2,STN-02,2026-11-03 20:54:00,188-DEF,BOM-2,60.56309,11.851017664336245,46.09,OK,Human,TL-004,sup-02,74K***********BTY,WO-53291,False,Temperature High,1.0213,Evening,73.63573,Evening
4685,GA-1,STN-02,2026-11-03 21:02:00,932-GHI,BOM-1,46.098,10.186985479667397,69.43,REJECT,HUMAN,TL-018,sup-01,9U6***********P31,WO-53079,False,Leak Detected,0.985,Evening,93.575,Evening
4690,GA-1,STN-02,2026-11-03 21:04:00,190-GHI,BOM-1,47.512299999999996,8.83086018836443,50.93,REPAIR,automated,TL-012,sup-01,TUD***********P8T,WO-91319,False,,1.0109,Evening,67.95494444444445,Evening
4698,GA-2,STN-02,2026-11-03 21:08:00,869-GHI,BOM-2,48.227850000000004,8.57384,58.49,REJECT,Automated,TL-003,sup-09,JCT***********B5X,WO-31277,False,Visual Defect,0.9743,Evening,73.75451000000001,Evening
4573,GA-1,STN-02,2026-11-03 21:10:00,570-GHI,BOM-3,52.002480000000006,10.117050703953447,76.21,REPAIR,Human,TL-002,SUP-09,KFR***********T7Y,WO-99546,False,,1.0078,Evening,74.77876,Evening
4715,GA-2,STN-02,2026-11-03 21:17:00,379-DEF,BOM-3,48.665000000000006,11.38761,67.16,OK,Human,TL-020,SUP-09,VDL***********YC4,WO-72338,False,,0.9733,Evening,70.17493,Evening
4734,GA-1,STN-02,2026-11-03 21:26:00,691-GHI,BOM-3,39.964,8.755,75.65,REPAIR,Human,TL-018,SUP-09,RG8***********X76,WO-78035,False,Temperature High,1.03,Evening,72.821,Evening
4742,GA-2,STN-02,2026-11-03 21:30:00,503-ABC,BOM-3,47.82908,9.58518,65.23,REJECT,Automated,TL-023,sup-02,87N***********ZS7,WO-65218,False,Leak Detected,0.9682,Evening,90.62351999999998,Evening
4761,GA-1,STN-02,2026-11-03 21:40:00,495-DEF,BOM-2,50.706579999999995,9.86238,57.55,REPAIR,Automated,TL-011,sup-01,1RG***********7GK,WO-82663,False,Visual Defect,0.9962,Evening,84.97586,Evening
4789,GA-1,STN-02,2026-11-03 21:53:00,225-GHI,BOM-1,58.68403,7.543690000000001,63.23,REPAIR,Automated,TL-020,SUP-02,DMC***********0MB,WO-33943,False,Torque Out of Spec,0.9797,Evening,74.84908,Evening
4793,GA-2,STN-02,2026-11-03 21:55:00,676-GHI,BOM-3,54.40347,10.130999999999998,53.27,,Automated,TL-005,sup-02,DYZ***********NVP,WO-41254,False,Torque Out of Spec,1.0131,Evening,93.20519999999999,Evening
4803,GA-1,STN-02,2026-11-03 22:01:00,721-ABC,BOM-2,50.329139999999995,11.90148,66.82,,HUMAN,TL-004,SUP-02,W38***********HSP,WO-49630,False,Visual Defect,1.0086,Night,76.35102,Night
4825,GA-2,STN-02,2026-11-03 22:12:00,979-GHI,BOM-2,48.845,6.64292,63.48,UNKNOWN,automated,TL-010,SUP-02,1WE***********JPE,WO-67581,False,Temperature High,0.9769,Night,83.62263999999999,Night
4842,GA-1,STN-02,2026-11-03 22:20:00,589-DEF,BOM-3,44.532000000000004,7.71888,68.12,REPAIR,Automated,TL-001,SUP-09,BF8***********55B,WO-43506,False,Torque Out of Spec,0.9896,Night,65.41256,Night
4854,GA-1,STN-02,2026-11-03 22:26:00,169-DEF,BOM-1,41.30712,9.12366,68.8,OK,HUMAN,TL-009,sup-02,8AS***********DYU,WO-14777,False,Temperature High,1.0026,Night,79.90722,Night
4860,GA-1,STN-02,2026-11-03 22:29:00,725-GHI,BOM-1,47.41833,11.24852,58.97,REPAIR,automated,TL-017,SUP-02,6YD***********0PH,WO-47783,False,Torque Out of Spec,0.9697,Night,74.27901999999999,Night
4864,GA-2,STN-02,2026-11-03 22:31:00,406-DEF,BOM-2,51.01425,13.312289999999999,55.16,REJECT,Automated,TL-002,sup-02,WJV***********X4P,WO-40811,False,Torque Out of Spec,0.9717,Night,84.05205,Night
4888,GA-2,STN-02,2026-11-03 22:43:00,596-GHI,BOM-1,57.8376,8.793687171637778,57.0,REPAIR,HUMAN,TL-003,SUP-02,HZT***********YBZ,WO-29359,False,Torque Out of Spec,0.9972,Night,83.7648,Night
4889,GA-2,STN-02,2026-11-03 22:44:00,640-DEF,BOM-1,49.959250000000004,12.4135,67.45,REPAIR,Automated,TL-017,sup-01,080***********VPS,WO-19275,False,Visual Defect,1.0175,Night,99.65847222222223,Night
4897,GA-1,STN-02,2026-11-03 22:48:00,802-ABC,BOM-2,51.63975000000001,11.18375,66.86,,Automated,TL-021,SUP-02,SA8***********39A,WO-14022,False,Leak Detected,0.9725,Night,63.2125,Night
4925,GA-1,STN-02,2026-11-03 23:02:00,513-ABC,BOM-2,43.98966,8.929247507549746,59.28,REPAIR,AUTO,TL-024,SUP-09,2UC***********C2X,WO-34062,False,Torque Out of Spec,1.0254,Night,83.85493333333334,Night
4929,GA-1,STN-02,2026-11-03 23:04:00,764-GHI,BOM-2,57.27,10.8564,59.97,OK,Human,TL-016,sup-02,BZA***********HDS,WO-17119,False,Torque Out of Spec,0.996,Night,91.632,Night
4964,GA-1,STN-02,2026-11-03 23:21:00,374-DEF,BOM-1,47.1716,8.247059391331927,66.19,REPAIR,automated,TL-008,sup-09,JL7***********W42,WO-83302,False,Temperature High,0.991,Night,105.83879999999999,Night
4984,GA-2,STN-02,2026-11-03 23:31:00,261-DEF,BOM-2,59.38695,9.48195,71.54,UNKNOWN,human,TL-017,sup-01,J5E***********6EA,WO-92011,False,,0.9981,Night,82.94211,Night
4987,GA-1,STN-02,2026-11-03 23:33:00,760-ABC,BOM-1,51.18378,10.98814931259394,47.87,REPAIR,AUTO,TL-015,sup-02,1W1***********7XB,WO-85513,False,Temperature High,0.9862,Night,88.06765999999999,Night
4998,GA-2,STN-02,2026-11-03 23:38:00,562-DEF,BOM-2,55.30679,11.24169459038321,57.6,REJECT,human,TL-012,SUP-02,0W0***********1DY,WO-19504,False,Torque Out of Spec,1.0261,Night,78.39404,Night
5016,GA-2,STN-02,2026-11-03 23:47:00,125-ABC,BOM-2,48.43169,11.223210000000002,60.74,,Human,TL-023,sup-02,ZDJ***********ZU2,WO-75106,False,Visual Defect,1.0111,Night,89.07791,Night
5028,GA-1,STN-02,2026-11-03 23:53:00,891-DEF,BOM-2,47.57299,10.474739033908357,62.49,REJECT,AUTO,TL-010,sup-09,SL9***********ZKG,WO-67219,False,,0.9689,Night,79.98807777777778,Night
5029,GA-1,STN-02,2026-11-03 23:54:00,287-GHI,BOM-2,53.30473,8.572109999999999,47.58,OK,Human,TL-012,sup-09,758***********LFV,WO-28214,False,Visual Defect,0.9853,Night,83.35637999999999,Night
5032,GA-2,STN-02,2026-11-03 23:55:00,314-ABC,BOM-1,53.51031,11.89336863442684,51.75,UNKNOWN,human,TL-005,SUP-09,YH6***********60J,WO-53882,False,Visual Defect,0.9891,Night,82.39202999999999,Night
5036,GA-2,STN-02,2026-11-03 23:57:00,626-GHI,BOM-3,42.365700000000004,9.845550000000001,71.43,REJECT,automated,TL-014,SUP-02,SGP***********S0Y,WO-69031,False,Torque Out of Spec,0.9945,Night,83.83635,Night
5041,GA-2,STN-02,2026-11-03 23:59:00,954-DEF,BOM-2,49.220000000000006,9.54868,51.14,REPAIR,automated,TL-002,sup-01,4T6***********5Z5,WO-56547,False,Visual Defect,0.9844,Night,82.78804,Night
5059,GA-1,STN-02,2026-12-03 00:09:00,666-GHI,BOM-2,53.01072,7.99368,64.56,OK,AUTO,TL-007,sup-02,P9F***********UL7,WO-23673,False,,1.0518,Night,88.66674,Night
5090,GA-2,STN-02,2026-12-03 00:24:00,451-GHI,BOM-3,57.280300000000004,8.587497759207933,65.42,REJECT,Human,TL-017,sup-09,4AZ***********P5J,WO-31243,False,Temperature High,0.9515,Night,88.87010000000001,Night
5098,GA-2,STN-02,2026-12-03 00:28:00,976-GHI,BOM-2,62.739599999999996,,48.6,,Automated,TL-012,SUP-02,GJR***********0RA,WO-24731,False,Visual Defect,1.0185,Night,73.1283,Night
5108,GA-2,STN-02,2026-12-03 00:33:00,563-ABC,BOM-1,48.653150000000004,9.3058,55.92,REJECT,human,TL-003,sup-02,HBV***********77G,WO-54913,False,Leak Detected,1.0115,Night,67.32094444444445,Night
5120,GA-1,STN-02,2026-12-03 00:39:00,137-GHI,BOM-1,52.85761,6.4460500000000005,58.2,REPAIR,HUMAN,TL-009,sup-01,6WU***********AJU,WO-86842,False,Torque Out of Spec,0.9917,Night,75.86505,Night
5137,GA-2,STN-02,2026-12-03 00:48:00,491-ABC,BOM-3,51.969750000000005,11.07225,69.39,REPAIR,HUMAN,TL-012,SUP-09,GWP***********4JA,WO-78433,False,Temperature High,0.9975,Night,70.92224999999999,Night
5145,GA-1,STN-02,2026-12-03 00:52:00,306-DEF,BOM-1,42.11584,9.01036,68.97,UNKNOWN,HUMAN,TL-009,SUP-09,21C***********FVS,WO-55136,False,Visual Defect,1.0124,Night,74.51263999999999,Night
5155,GA-1,STN-02,2026-12-03 00:57:00,794-GHI,BOM-1,53.59315,10.30194156014286,49.8,REJECT,Automated,TL-014,sup-01,WWP***********266,WO-88279,False,Torque Out of Spec,1.0055,Night,86.17135,Night
5177,GA-1,STN-02,2026-12-03 01:08:00,148-ABC,BOM-2,60.297000000000004,10.022856079096512,46.9,REJECT,AUTO,TL-010,SUP-01,84F***********PW6,WO-39360,False,,0.995,Night,89.8485,Night
5188,GA-2,STN-02,2026-12-03 01:13:00,897-DEF,BOM-3,51.21,8.398439999999999,65.25,REJECT,Automated,TL-001,SUP-02,78Y***********G4W,WO-70040,False,Leak Detected,1.0242,Night,79.8876,Night
5193,GA-2,STN-02,2026-12-03 01:15:00,922-GHI,BOM-1,52.47204,10.98252,66.0,REJECT,human,TL-023,SUP-02,15B***********VRW,WO-59520,False,Visual Defect,1.0169,Night,71.18299999999999,Night
5211,GA-2,STN-02,2026-12-03 01:25:00,260-GHI,BOM-3,51.7962,8.036955832264647,58.51,REPAIR,automated,TL-021,SUP-09,FED***********WMS,WO-52343,False,,0.998,Night,67.365,Night
5225,GA-1,STN-02,2026-12-03 01:32:00,415-ABC,BOM-3,55.08898,9.636925495387418,69.25,REJECT,Human,TL-016,sup-02,7GR***********WVA,WO-22680,False,Torque Out of Spec,0.9998,Night,80.68386000000001,Night
5228,GA-2,STN-02,2026-12-03 01:33:00,601-ABC,BOM-2,45.82494,8.20323,46.87,REPAIR,HUMAN,TL-004,sup-01,FG8***********9XX,WO-51929,False,Leak Detected,0.9429,Night,75.05483999999998,Night
5247,GA-2,STN-02,2026-12-03 01:43:00,338-DEF,BOM-2,67.38498,12.899379472965707,64.29,REJECT,HUMAN,TL-010,SUP-09,YVR***********D4M,WO-48042,False,Torque Out of Spec,1.0179,Night,80.21052,Night
5259,GA-1,STN-02,2026-12-03 01:49:00,808-DEF,BOM-1,41.50518,11.204450000000001,76.41,REPAIR,Automated,TL-018,SUP-02,CP0***********7VV,WO-87817,False,,0.9743,Night,84.95896,Night
5267,GA-2,STN-02,2026-12-03 01:53:00,608-ABC,BOM-3,43.32875000000001,10.195,56.99,REJECT,automated,TL-011,sup-01,BW0***********U8A,WO-35680,False,Torque Out of Spec,1.0195,Night,86.2497,Night
5276,GA-1,STN-02,2026-12-03 01:57:00,272-GHI,BOM-3,40.92648,10.031,57.05,REPAIR,Automated,TL-014,SUP-09,DXP***********0EF,WO-17115,False,Visual Defect,1.0031,Night,87.47032000000002,Night
5281,GA-1,STN-02,2026-12-03 02:00:00,874-ABC,BOM-2,43.515119999999996,8.51829,56.93,REPAIR,Human,TL-021,SUP-02,5BA***********E4S,WO-38009,False,,1.0263,Night,91.3407,Night
5284,GA-2,STN-02,2026-12-03 02:01:00,484-ABC,BOM-2,54.32015,11.263195162647031,57.51,REPAIR,AUTO,TL-022,sup-01,NM1***********95F,WO-26581,False,Temperature High,0.9967,Night,76.04821,Night
5305,GA-2,STN-02,2026-12-03 02:12:00,268-ABC,BOM-1,56.7648,8.724485996773259,63.14,REJECT,human,TL-003,sup-09,22V***********9XZ,WO-70363,False,Temperature High,0.9855,Night,70.7589,Night
5308,GA-2,STN-02,2026-12-03 02:13:00,601-ABC,BOM-2,47.62076,8.46154,47.47,,automated,TL-015,sup-09,5F7***********3D9,WO-72407,False,Temperature High,0.9839,Night,91.77600555555554,Night
5321,GA-2,STN-02,2026-12-03 02:20:00,461-ABC,BOM-1,53.54279999999999,11.5092,65.87,REJECT,Human,TL-008,sup-02,NKZ***********36G,WO-27973,False,Temperature High,1.0008,Night,64.45152,Night
5331,GA-2,STN-02,2026-12-03 02:25:00,,BOM-2,52.71483,13.508810000000002,47.02,REPAIR,human,TL-023,SUP-02,AYB***********XZ9,WO-62542,False,Visual Defect,1.0157,Night,62.26241,Night
5346,GA-2,STN-02,2026-12-03 02:32:00,622-DEF,BOM-1,46.60193,9.280470000000001,61.89,OK,AUTO,TL-011,SUP-02,7BP***********Z9G,WO-84582,False,Leak Detected,0.9979,Night,78.03578,Night
5384,GA-1,STN-02,2026-12-03 02:51:00,842-GHI,BOM-2,50.758199999999995,9.3888,45.82,REJECT,Automated,TL-002,sup-02,GF9***********3UA,WO-22459,False,,0.978,Night,78.729,Night
5406,GA-1,STN-02,2026-12-03 03:02:00,709-GHI,BOM-2,57.31775999999999,8.936639999999999,60.1,REJECT,automated,TL-008,sup-09,VYR***********1GC,WO-18048,False,Leak Detected,1.0272,Night,83.61408,Night
5407,GA-1,STN-02,2026-12-03 03:03:00,473-GHI,BOM-1,43.23249,8.609539568940553,61.36,REJECT,human,TL-012,SUP-02,2AU***********EX0,WO-71289,False,Torque Out of Spec,1.0269,Night,88.41608999999998,Night
5410,GA-2,STN-02,2026-12-03 03:04:00,950-GHI,BOM-3,52.668000000000006,9.931680000000002,67.73,UNKNOWN,Human,TL-007,sup-01,A02***********BK5,WO-82686,False,Visual Defect,1.0032,Night,71.12688000000001,Night
5419,GA-2,STN-02,2026-12-03 03:09:00,131-GHI,BOM-1,47.97437,9.35845,54.34,REPAIR,Human,TL-010,sup-02,PFV***********38P,WO-49235,False,Leak Detected,0.9851,Night,77.13333,Night
5437,GA-2,STN-02,2026-12-03 03:18:00,981-GHI,BOM-1,45.84714,13.432920000000001,54.77,REPAIR,Human,TL-023,sup-02,YVW***********TR9,WO-64447,False,Visual Defect,0.9734,Night,83.44201111111111,Night
5462,GA-1,STN-02,2026-12-03 03:30:00,150-ABC,BOM-1,49.696920000000006,11.01009,67.4,REPAIR,automated,TL-013,SUP-02,C7B***********5W2,WO-49573,False,Temperature High,1.0101,Night,76.06053,Night
5485,GA-1,STN-02,2026-12-03 03:42:00,789-GHI,BOM-3,54.453599999999994,10.689039999999999,69.9,REJECT,automated,TL-016,SUP-02,1CL***********4FP,WO-78651,False,Torque Out of Spec,1.0084,Night,81.27703999999999,Night
5519,GA-1,STN-02,2026-12-03 03:59:00,268-ABC,BOM-3,55.73382,8.65368,65.85,REPAIR,Automated,TL-008,SUP-09,J27***********VSN,WO-29400,False,,1.0302,Night,83.24016,Night
5523,GA-1,STN-02,2026-12-03 04:01:00,140-GHI,BOM-3,46.7498,10.671149999999999,54.16,,AUTO,TL-021,SUP-02,W3V***********7X6,WO-49433,False,Leak Detected,1.0163,Night,73.58012000000001,Night
5528,GA-2,STN-02,2026-12-03 04:03:00,307-GHI,BOM-2,50.73719,9.233970000000001,64.36,UNKNOWN,Automated,TL-022,SUP-09,63M***********RVJ,WO-23718,False,Torque Out of Spec,0.9929,Night,90.85035,Night
5544,GA-2,STN-02,2026-12-03 04:11:00,597-ABC,BOM-1,42.596399999999996,10.06824,74.99,REJECT,automated,TL-021,SUP-01,A16***********NB5,WO-22278,False,Torque Out of Spec,0.9681,Night,70.86492,Night
5583,GA-1,STN-02,2026-12-03 04:30:00,657-DEF,BOM-2,56.67775,9.36415,60.89,UNKNOWN,Human,TL-011,SUP-01,L7S***********67G,WO-58744,False,Visual Defect,0.9857,Night,81.41882,Night
5613,GA-1,STN-02,2026-12-03 04:46:00,414-DEF,BOM-1,47.126580000000004,9.910740000000002,68.61,REPAIR,HUMAN,TL-016,SUP-01,NZA***********9YL,WO-99538,False,,1.0113,Night,95.0622,Night
5633,GA-2,STN-02,2026-12-03 04:56:00,,BOM-2,36.511540000000004,11.732240000000001,43.48,REPAIR,human,TL-004,sup-09,ALH***********GP5,WO-17666,False,,1.0114,Night,87.99180000000001,Night
5640,GA-1,STN-02,2026-12-03 04:59:00,768-GHI,BOM-1,52.95289999999999,13.182131579310248,55.89,REPAIR,Automated,TL-002,SUP-09,AVP***********3J8,WO-88977,False,Temperature High,1.001,Night,85.085,Night
5654,GA-2,STN-02,2026-12-03 05:06:00,977-DEF,BOM-3,52.7085,10.1439,78.64,REPAIR,automated,TL-018,SUP-01,4LL***********6BN,WO-91934,False,Torque Out of Spec,0.9945,Night,79.75890000000001,Night
5665,GA-2,STN-02,2026-12-03 05:12:00,155-DEF,BOM-2,53.68,10.248,70.56,REPAIR,HUMAN,TL-018,sup-01,ZYM***********DCV,WO-73101,False,Torque Out of Spec,0.976,Night,78.8608,Night
5672,GA-2,STN-02,2026-12-03 05:15:00,890-ABC,BOM-1,52.673309999999994,11.366879999999998,47.13,REPAIR,human,TL-004,sup-09,VRE***********XBY,WO-58110,False,Visual Defect,1.0149,Night,84.12393333333333,Night
5685,GA-1,STN-02,2026-12-03 05:22:00,672-ABC,BOM-2,44.595,8.4235,53.19,REPAIR,automated,TL-024,SUP-09,HYV***********NYV,WO-69262,False,Torque Out of Spec,0.991,Night,79.18090000000001,Night
5688,GA-2,STN-02,2026-12-03 05:23:00,991-GHI,BOM-1,58.03231,12.200433679449525,55.93,,Human,TL-005,SUP-02,FFS***********YKL,WO-74049,False,Torque Out of Spec,1.0199,Night,88.42533,Night
5709,GA-2,STN-02,2026-12-03 05:34:00,,BOM-2,49.438559999999995,6.812399999999999,52.12,,human,TL-020,sup-09,YN6***********VRK,WO-17648,False,Visual Defect,0.9732,Night,62.068533333333335,Night
5726,GA-2,STN-02,2026-12-03 05:42:00,633-DEF,BOM-1,49.113,8.704567078972406,47.27,,human,TL-019,sup-01,CP5***********A8H,WO-69545,False,,0.963,Night,70.9731,Night
5735,GA-1,STN-02,2026-12-03 05:47:00,397-DEF,BOM-3,49.73451,11.53264,47.05,REPAIR,automated,TL-005,SUP-02,0TY***********0R4,WO-84601,False,Visual Defect,1.0297,Night,88.03935,Night
5746,GA-1,STN-02,2026-12-03 05:52:00,720-ABC,BOM-3,53.09997,10.767566430866394,47.49,,HUMAN,TL-001,sup-02,KCE***********FKY,WO-85409,False,Visual Defect,0.9779,Night,89.38006,Night
5749,GA-2,STN-02,2026-12-03 05:53:00,229-ABC,BOM-2,45.397149999999996,10.88355,42.38,REJECT,Automated,TL-014,SUP-09,DGM***********R0C,WO-44678,False,Torque Out of Spec,0.9805,Night,77.16535,Night
5769,GA-1,STN-02,2026-12-03 06:04:00,482-ABC,BOM-1,52.2027,9.59686,58.94,REJECT,HUMAN,TL-022,sup-01,6JA***********A2D,WO-66806,False,Visual Defect,1.0546,Morning,87.42634000000001,Morning
5772,GA-1,STN-02,2026-12-03 06:05:00,727-ABC,BOM-3,52.60905,11.536200000000001,48.6,REJECT,AUTO,TL-022,sup-01,SPT***********MCE,WO-37395,False,Leak Detected,0.9945,Morning,73.42725,Morning
5673,GA-1,STN-02,2026-12-03 06:10:00,156-GHI,BOM-3,49.51383,8.400549999999999,75.0,,Automated,TL-012,sup-01,CVH***********J44,WO-42970,False,Temperature High,0.9883,Morning,71.54193888888888,Morning
