Event_ID,Line,Station,Machine_ID,Tool_ID,Operator_ID,Part_No,Part_Type,BOM_Version,Energy_Consumption,Cycle_Time,Defect_Code,Scrap_Reason,Inspection_Result,VIN,Supplier,Supplier_Lot,WO,Rework_Flag,Andon_Flag,Production_Target,Actual_Output,Maintenance_Flag,Warranty_Flag,TS_dt,Torque_Nm,Temp_C,Defect_Normalized,Shift_Derived,Inspection_Source_Normalized,Anomaly_Flag,BOM_Valid
2089,GA-2,STN-02,MCH-009,TL-020,OP-0004,437-ABC,BODY,BOM-2,193.83,64.84,TEMP_OOS,Unknown,Pass,D3R***********8EY,SUP-09,LOT-8453,WO-42375,False,0,65,61,0,0,2026-10-03 23:24:00,51.62278,81.23742,Reject,Night,Human,False,True
2130,GA-2,STN-02,MCH-019,TL-005,OP-0026,396-DEF,BODY,BOM-2,288.92,60.12,Unknown,Torque Out Of Spec,Pass,MS2***********KR0,SUP-02,LOT-2543,WO-95788,False,0,66,66,0,0,2026-10-03 23:44:00,45.966028,71.43502000000001,Reject,Night,Human,False,True
2146,GA-2,STN-02,MCH-005,TL-010,OP-0009,940-DEF,INTERIOR,BOM-2,373.13,62.37,Unknown,Visual Defect,Pass,EM0***********ZB5,SUP-02,LOT-3713,WO-83216,False,0,50,43,0,0,2026-10-03 23:52:00,46.88004,82.0917,Unknown,Night,Human,False,True
2152,GA-2,STN-02,MCH-010,TL-003,OP-0032,160-DEF,ELECTRICAL,BOM-3,304.53,45.84,LEAK,Unknown,Rework,GDL***********MYT,SUP-02,LOT-6438,WO-15937,False,0,65,55,0,0,2026-10-03 23:55:00,47.474608,75.56512,OK,Night,Human,False,True
2259,GA-1,STN-02,MCH-020,TL-012,OP-0004,836-JKL,BODY,BOM-3,334.78,57.92,Unknown,Unknown,Pass,GMH***********459,SUP-09,LOT-2890,WO-58293,False,0,71,72,1,0,2026-11-03 00:49:00,47.341462,154.66923999999997,Repair,Night,Automated,True,True
2278,GA-1,STN-02,MCH-016,TL-028,OP-0038,633-JKL,INTERIOR,BOM-2,279.03,62.52,Unknown,Unknown,Pass,V36***********SVR,SUP-01,LOT-6142,WO-12636,False,0,71,69,0,0,2026-11-03 00:58:00,45.58554,78.34398,Reject,Night,Automated,False,True
2283,GA-2,STN-02,MCH-006,TL-016,OP-0032,983-DEF,BODY,BOM-1,276.86,51.42,Unknown,Unknown,Rework,JLV***********XUG,SUP-01,LOT-3162,WO-23696,False,0,74,77,0,0,2026-11-03 01:01:00,47.77432,83.04119999999999,Unknown,Night,Automated,False,True
2306,GA-1,STN-02,MCH-012,TL-017,OP-0042,327-ABC,BODY,BOM-3,280.17,49.91,TEMP_OOS,Unknown,Fail,ED9***********DMT,SUP-01,LOT-9100,WO-76322,False,0,58,61,0,0,2026-11-03 01:12:00,41.64426,165.16878,Repair,Night,Human,True,True
2316,GA-1,STN-02,MCH-005,TL-020,OP-0018,606-GHI,INTERIOR,BOM-3,311.33,35.53,Unknown,Leak Detected,Pass,LFY***********8TU,SUP-09,LOT-8254,WO-66230,False,0,70,67,0,0,2026-11-03 01:17:00,56.14609,76.61419999999998,Repair,Night,Automated,False,True
2331,GA-1,STN-02,MCH-009,TL-023,OP-0024,164-JKL,ENGINE,BOM-1,371.76,63.56,TORQ_OOS,Visual Defect,Pass,RAU***********ZGH,SUP-02,LOT-9719,WO-70861,False,0,59,54,0,0,2026-11-03 01:25:00,42.0024,69.25512,Reject,Night,Automated,False,True
2342,GA-2,STN-02,MCH-020,TL-014,OP-0021,141-JKL,INTERIOR,BOM-2,187.78,62.9,Unknown,Unknown,Fail,RUJ***********1UB,SUP-02,LOT-5608,WO-82381,False,0,79,80,0,0,2026-11-03 01:30:00,46.941750000000006,81.76950000000001,Reject,Night,Human,False,True
2352,BODY-1,STN-02,MCH-018,TL-007,OP-0045,187-JKL,ENGINE,BOM-2,400.4,53.35,Unknown,Torque Out Of Spec,Pass,9DX***********4PJ,SUP-09,LOT-6816,WO-49687,False,0,57,55,0,0,2026-11-03 01:35:00,52.57719,67.85775000000001,Unknown,Night,Human,False,True
2461,GA-2,STN-02,MCH-003,TL-015,OP-0022,253-GHI,ELECTRICAL,BOM-3,149.65,73.42,Unknown,Unknown,Pass,E52***********SG0,SUP-02,LOT-9186,WO-93305,False,0,77,79,0,0,2026-11-03 02:30:00,49.62652,93.09857,Unknown,Night,Human,False,True
2475,GA-1,STN-02,MCH-007,TL-004,OP-0013,759-DEF,ELECTRICAL,BOM-3,269.54,54.54,LEAK,Unknown,Pass,40C***********FSL,SUP-09,LOT-7864,WO-57326,False,0,66,61,0,0,2026-11-03 02:37:00,51.38463,70.66628999999999,OK,Night,Automated,False,True
2500,BODY-1,STN-02,MCH-002,TL-023,OP-0007,850-JKL,BODY,BOM-1,206.57,72.36,Unknown,Unknown,Pass,8ML***********1HV,SUP-02,LOT-6203,WO-26380,False,0,65,60,0,0,2026-11-03 02:49:00,55.7144,58.59961,Repair,Night,Automated,False,True
2502,GA-1,STN-02,MCH-008,TL-026,OP-0038,996-GHI,BODY,BOM-3,216.42,60.13,TORQ_OOS,Unknown,Pass,N1R***********R4H,SUP-01,LOT-5495,WO-59501,False,0,77,71,0,0,2026-11-03 02:50:00,59.87016,73.51404000000001,Unknown,Night,Human,False,True
2579,BODY-1,STN-02,MCH-015,TL-005,OP-0024,662-GHI,ENGINE,BOM-2,372.36,62.69,LEAK,Temperature High,Pass,T8U***********SSX,SUP-01,LOT-9622,WO-94202,False,0,50,43,0,0,2026-11-03 03:29:00,54.2234,89.534,Reject,Night,Human,False,True
2698,GA-2,STN-02,MCH-001,TL-006,OP-0024,615-JKL,INTERIOR,BOM-1,126.48,31.88,Unknown,Unknown,Pass,MB4***********PB9,SUP-02,LOT-2990,WO-65758,False,0,78,70,0,0,2026-11-03 04:28:00,41.18816,80.00008,Reject,Night,Automated,False,True
2723,GA-1,STN-02,MCH-015,TL-030,OP-0040,721-DEF,ELECTRICAL,BOM-2,453.8,70.56,Unknown,Unknown,Pass,ZSW***********3PZ,SUP-01,LOT-5753,WO-37378,False,0,64,65,0,0,2026-11-03 04:41:00,47.05427,195.46405,Repair,Night,Automated,True,True
2732,PAINT-1,STN-02,MCH-020,TL-018,OP-0045,977-GHI,ELECTRICAL,BOM-2,155.61,51.39,LEAK,Visual Defect,Pass,TNJ***********TBX,SUP-09,LOT-4373,WO-33872,False,0,78,74,0,0,2026-11-03 04:45:00,44.748,68.8509,Repair,Night,Human,False,True
2771,PAINT-1,STN-02,MCH-007,TL-027,OP-0035,575-JKL,INTERIOR,BOM-3,263.96,65.26,TORQ_OOS,Unknown,Pass,E8P***********DWG,SUP-02,LOT-5928,WO-83337,False,0,71,75,0,0,2026-11-03 05:05:00,47.258500000000005,88.98675,Unknown,Night,Automated,False,True
2774,PAINT-1,STN-02,MCH-020,TL-030,OP-0012,802-DEF,ENGINE,BOM-2,205.55,66.73,TEMP_OOS,Temperature High,Pass,TZ0***********9R2,SUP-09,LOT-3442,WO-80534,False,0,71,65,0,0,2026-11-03 05:06:00,1205.9999999999998,71.2545,Repair,Night,Human,True,True
2775,PAINT-1,STN-02,MCH-007,TL-025,OP-0018,923-JKL,BODY,BOM-2,160.02,64.06,TEMP_OOS,Unknown,Pass,UZ6***********D0G,SUP-01,LOT-4111,WO-91050,False,0,57,47,0,0,2026-11-03 05:07:00,51.033570000000005,82.29288000000001,Repair,Night,Human,False,True
2809,BODY-1,STN-02,MCH-014,TL-030,OP-0014,177-JKL,ELECTRICAL,BOM-2,341.3,76.61,Unknown,Unknown,Pass,97S***********7MT,SUP-02,LOT-4531,WO-46725,False,0,59,53,0,0,2026-11-03 05:24:00,56.2966,80.80803999999999,Unknown,Night,Automated,False,True
2822,BODY-1,STN-02,MCH-014,TL-027,OP-0048,929-GHI,ENGINE,BOM-3,215.46,54.35,TEMP_OOS,Unknown,Unknown,MJH***********RH9,SUP-01,LOT-7446,WO-82442,False,0,62,65,0,0,2026-11-03 05:30:00,55.610760000000006,65.81648000000001,Reject,Night,Automated,False,True
2844,GA-2,STN-02,MCH-017,TL-021,OP-0011,291-ABC,BODY,BOM-3,283.44,62.42,Unknown,Temperature High,Pass,V24***********AZN,SUP-09,LOT-4011,WO-85448,False,0,68,68,0,0,2026-11-03 05:41:00,53.11673999999999,76.71321,Reject,Night,Automated,False,True
3030,BODY-1,STN-02,MCH-008,TL-012,OP-0009,851-JKL,INTERIOR,BOM-2,407.28,75.68,Unknown,Temperature High,Pass,6UA***********ZS5,SUP-02,LOT-4324,WO-53795,False,0,53,52,0,0,2026-11-03 07:14:00,45.8406,95.69715000000001,Unknown,Morning,Automated,False,True
3061,GA-1,STN-02,MCH-012,TL-018,OP-0009,444-JKL,INTERIOR,BOM-3,219.29,67.87,TORQ_OOS,Visual Defect,Pass,MN3***********PW4,SUP-09,LOT-9172,WO-37379,False,0,75,77,0,0,2026-11-03 07:30:00,51.826185,200.83268999999999,OK,Morning,Human,True,True
3081,GA-2,STN-02,MCH-002,TL-011,OP-0029,235-DEF,INTERIOR,BOM-1,325.34,65.03,TORQ_OOS,Unknown,Rework,4N9***********80T,SUP-09,LOT-3642,WO-34472,False,0,62,64,0,0,2026-11-03 07:40:00,48.35313,94.20351000000001,Reject,Morning,Automated,False,True
3084,GA-1,STN-02,MCH-001,TL-025,OP-0026,541-JKL,ENGINE,BOM-2,348.0,73.05,LEAK,Unknown,Pass,6CM***********PNU,SUP-01,LOT-2612,WO-20192,False,0,70,62,0,0,2026-11-03 07:41:00,52.6791,73.09965,OK,Morning,Automated,False,True
3085,GA-2,STN-02,MCH-006,TL-017,OP-0031,673-GHI,INTERIOR,BOM-1,273.8,53.87,TEMP_OOS,Torque Out Of Spec,Fail,D46***********HSG,SUP-09,LOT-3459,WO-62820,False,0,54,57,0,0,2026-11-03 07:42:00,51.71115,80.328,Reject,Morning,Automated,False,True
3124,PAINT-1,STN-02,MCH-005,TL-023,OP-0046,817-GHI,ELECTRICAL,BOM-3,160.6,47.51,LEAK,Unknown,Pass,S13***********B7F,SUP-01,LOT-8666,WO-89779,False,0,65,57,0,0,2026-11-03 08:01:00,44.30956,69.79736,Reject,Morning,Automated,False,True
3157,BODY-1,STN-02,MCH-006,TL-006,OP-0003,846-GHI,ELECTRICAL,BOM-1,227.91,56.69,Unknown,Unknown,Rework,FFV***********E2H,SUP-09,LOT-1403,WO-66167,False,0,74,77,0,0,2026-11-03 08:18:00,50.537,165.87,Repair,Morning,Human,True,True
3162,BODY-1,STN-02,MCH-012,TL-028,OP-0004,439-JKL,ELECTRICAL,BOM-1,136.43,55.59,TEMP_OOS,Torque Out Of Spec,Pass,YUM***********RXZ,SUP-01,LOT-9589,WO-17764,False,0,73,63,0,0,2026-11-03 08:20:00,44.53556,71.33572000000001,OK,Morning,Automated,False,True
3189,GA-1,STN-02,MCH-005,TL-011,OP-0035,952-ABC,BODY,BOM-1,265.49,42.13,VISUAL,Unknown,Fail,FEN***********72T,SUP-01,LOT-1579,WO-41385,False,0,78,68,0,0,2026-11-03 08:34:00,45.92672,73.83908,Repair,Morning,Automated,False,True
3214,BODY-1,STN-02,MCH-005,TL-021,OP-0012,889-GHI,BODY,BOM-1,202.85,66.63,TORQ_OOS,Torque Out Of Spec,Pass,ULN***********E2N,SUP-01,LOT-6770,WO-91967,False,0,69,66,1,0,2026-11-03 08:46:00,51.589815,208.96890000000002,Reject,Morning,Automated,True,True
3230,BODY-1,STN-02,MCH-003,TL-019,OP-0031,670-DEF,ENGINE,BOM-1,191.44,60.09,LEAK,Unknown,Pass,23X***********SCM,SUP-02,LOT-2019,WO-74430,False,0,70,70,0,0,2026-11-03 08:54:00,46.74186,76.38785999999999,Repair,Morning,Automated,False,True
3245,PAINT-1,STN-02,MCH-003,TL-009,OP-0015,620-ABC,ELECTRICAL,BOM-3,145.51,55.74,Unknown,Visual Defect,Fail,PX2***********E44,SUP-01,LOT-5518,WO-29705,False,0,51,45,0,0,2026-11-03 09:02:00,51.94959599999999,80.88492,Reject,Morning,Human,False,True
3264,BODY-1,STN-02,MCH-011,TL-006,OP-0027,834-ABC,INTERIOR,BOM-3,224.72,56.4,TORQ_OOS,Torque Out Of Spec,Pass,600***********WRY,SUP-01,LOT-7885,WO-92897,False,0,78,73,0,0,2026-11-03 09:11:00,53.130441,94.33802999999999,Reject,Morning,Human,False,True
3303,PAINT-1,STN-02,MCH-013,TL-014,OP-0011,814-ABC,BODY,BOM-3,200.27,51.28,VISUAL,Visual Defect,Pass,XR7***********AR3,SUP-02,LOT-9393,WO-99425,False,0,50,44,0,0,2026-11-03 09:31:00,45.303708,87.63126,Repair,Morning,Human,False,True
3350,BODY-1,STN-02,MCH-003,TL-029,OP-0009,960-JKL,INTERIOR,BOM-3,130.49,67.69,TORQ_OOS,Temperature High,Rework,W4T***********968,SUP-01,LOT-8246,WO-79353,False,0,72,76,0,0,2026-11-03 09:54:00,49.741600000000005,83.48384000000001,Reject,Morning,Automated,False,True
3354,PAINT-1,STN-02,MCH-016,TL-014,OP-0041,515-JKL,ELECTRICAL,BOM-1,356.73,70.7,VISUAL,Unknown,Pass,400***********XKK,SUP-01,LOT-4220,WO-57592,False,0,73,70,0,0,2026-11-03 09:56:00,55.384317,80.7003,Unknown,Morning,Human,False,True
3387,BODY-1,STN-02,MCH-014,TL-023,OP-0001,915-DEF,BODY,BOM-2,259.77,47.51,TORQ_OOS,Temperature High,Fail,ZSN***********2XZ,SUP-02,LOT-2355,WO-94344,False,0,61,62,0,0,2026-11-03 10:13:00,51.44502,87.74121,Repair,Morning,Automated,False,True
3404,BODY-1,STN-02,MCH-011,TL-023,OP-0047,759-DEF,INTERIOR,BOM-1,309.05,76.42,LEAK,Torque Out Of Spec,Pass,S3V***********RYD,SUP-01,LOT-8217,WO-97598,False,0,60,62,0,0,2026-11-03 10:21:00,47.52384,72.78336,Repair,Morning,Automated,False,True
3406,GA-2,STN-02,MCH-005,TL-019,OP-0016,859-JKL,INTERIOR,BOM-3,216.56,49.4,TORQ_OOS,Unknown,Pass,BEF***********E8P,SUP-02,LOT-5859,WO-27186,False,0,76,72,0,0,2026-11-03 10:22:00,42.63736,76.40854,Repair,Morning,Automated,False,True
3410,GA-2,STN-02,MCH-010,TL-016,OP-0032,323-JKL,ELECTRICAL,BOM-3,173.95,61.73,Unknown,Torque Out Of Spec,Pass,25H***********3BB,SUP-01,LOT-1144,WO-64817,False,0,52,49,0,0,2026-11-03 10:24:00,49.5292,87.33312,Unknown,Morning,Automated,False,True
3425,PAINT-1,STN-02,MCH-008,TL-002,OP-0034,989-DEF,ELECTRICAL,BOM-2,279.42,62.63,VISUAL,Torque Out Of Spec,Pass,LC7***********2JA,SUP-09,LOT-3942,WO-10425,False,0,69,68,0,0,2026-11-03 10:32:00,51.15449999999999,151.0515,Reject,Morning,Automated,True,True
3440,BODY-1,STN-02,MCH-001,TL-021,OP-0034,164-ABC,ENGINE,BOM-3,122.24,73.2,LEAK,Unknown,Pass,AN3***********9UF,SUP-01,LOT-1894,WO-29372,False,0,72,74,0,0,2026-11-03 10:39:00,46.28076,92.45958000000002,OK,Morning,Automated,False,True
3448,PAINT-1,STN-02,MCH-016,TL-022,OP-0038,874-JKL,BODY,BOM-3,247.65,49.21,Unknown,Torque Out Of Spec,Pass,9FV***********TYS,SUP-09,LOT-5308,WO-68196,False,0,54,49,0,0,2026-11-03 10:43:00,41.99667,84.57528,Repair,Morning,Human,False,True
3458,GA-1,STN-02,MCH-003,TL-027,OP-0047,375-GHI,ENGINE,BOM-2,308.55,65.02,VISUAL,Unknown,Pass,NHW***********CPG,SUP-02,LOT-1690,WO-71831,False,0,50,44,0,0,2026-11-03 10:48:00,50.62992,83.50012,Reject,Morning,Automated,False,True
3482,GA-1,STN-02,MCH-001,TL-021,OP-0028,419-JKL,INTERIOR,BOM-3,308.83,67.13,Unknown,Torque Out Of Spec,Pass,DAT***********4JL,SUP-02,LOT-5264,WO-18743,False,0,61,51,0,0,2026-11-03 11:00:00,53.17206,76.79856000000001,Unknown,Morning,Human,False,True
3485,GA-2,STN-02,MCH-014,TL-003,OP-0034,182-ABC,INTERIOR,BOM-3,404.53,-6.76,Unknown,Visual Defect,Pass,PB7***********N50,SUP-01,LOT-3706,WO-88594,False,0,65,61,0,0,2026-11-03 11:02:00,59.91509,92.78163,OK,Morning,Human,True,True
3520,BODY-1,STN-02,MCH-004,TL-023,OP-0014,444-GHI,ENGINE,BOM-2,389.62,54.52,VISUAL,Unknown,Pass,BC8***********J2V,SUP-01,LOT-3581,WO-28784,False,0,73,71,0,0,2026-11-03 11:19:00,55.55,186.244,Reject,Morning,Human,True,True
3526,GA-1,STN-02,MCH-006,TL-014,OP-0020,725-JKL,ELECTRICAL,BOM-2,285.64,52.95,Unknown,Unknown,Pass,TA9***********4K8,SUP-09,LOT-1146,WO-12794,False,0,64,65,0,0,2026-11-03 11:22:00,47.26332,74.93458000000001,OK,Morning,Automated,False,True
3539,PAINT-1,STN-02,MCH-013,TL-002,OP-0007,105-GHI,ELECTRICAL,BOM-1,218.08,75.53,TEMP_OOS,Leak Detected,Pass,1ZA***********HFX,SUP-01,LOT-7419,WO-19810,False,0,71,71,0,0,2026-11-03 11:29:00,51.8322,84.07665,OK,Morning,Automated,False,True
3570,GA-1,STN-02,MCH-015,TL-019,OP-0025,608-GHI,INTERIOR,BOM-2,364.95,57.89,TEMP_OOS,Temperature High,Pass,MCU***********5ZY,SUP-01,LOT-6124,WO-88404,False,0,76,68,0,0,2026-11-03 11:44:00,47.8728,71.90729999999999,Unknown,Morning,Human,False,True
3572,BODY-1,STN-02,MCH-005,TL-007,OP-0001,553-GHI,INTERIOR,BOM-3,280.5,52.11,TEMP_OOS,Unknown,Rework,AW8***********FGC,SUP-09,LOT-4745,WO-15803,False,0,57,61,0,0,2026-11-03 11:45:00,55.29447,67.09329,Repair,Morning,Automated,False,True
3609,PAINT-1,STN-02,MCH-008,TL-022,OP-0045,641-DEF,INTERIOR,BOM-2,113.07,53.56,TORQ_OOS,Temperature High,Pass,ST6***********1Z5,SUP-09,LOT-2914,WO-58252,False,0,71,66,0,0,2026-11-03 12:04:00,53.35448,74.51908,Unknown,Morning,Human,False,True
3618,GA-2,STN-02,MCH-019,TL-020,OP-0003,565-DEF,ENGINE,BOM-1,355.84,74.54,LEAK,Unknown,Rework,XR9***********WX0,SUP-01,LOT-4942,WO-89870,False,0,74,70,0,0,2026-11-03 12:08:00,58.637536,198.80254,Reject,Morning,Human,True,True
3631,GA-2,STN-02,MCH-008,TL-025,OP-0023,897-ABC,ELECTRICAL,BOM-2,435.52,70.77,LEAK,Visual Defect,Pass,CSY***********F01,SUP-09,LOT-5594,WO-55623,False,0,58,53,0,0,2026-11-03 12:15:00,43.587558,385.56,Repair,Morning,Automated,True,True
3650,PAINT-1,STN-02,MCH-018,TL-012,OP-0019,611-JKL,BODY,BOM-3,209.18,69.04,LEAK,Torque Out Of Spec,Pass,BAR***********2DP,SUP-01,LOT-8551,WO-54175,False,0,74,66,0,0,2026-11-03 12:24:00,47.59495,75.89465000000001,Reject,Morning,Human,False,True
3652,GA-1,STN-02,MCH-018,TL-006,OP-0031,422-JKL,ELECTRICAL,BOM-1,191.34,57.57,TEMP_OOS,Torque Out Of Spec,Pass,SDP***********P6U,SUP-09,LOT-1818,WO-11259,False,0,66,70,0,0,2026-11-03 12:25:00,53.72864,85.00352,Reject,Morning,Automated,False,True
3697,GA-2,STN-02,MCH-016,TL-020,OP-0002,127-DEF,BODY,BOM-3,226.16,61.75,Unknown,Torque Out Of Spec,Rework,EHT***********FAW,SUP-02,LOT-8357,WO-81166,False,0,73,73,0,0,2026-11-03 12:48:00,46.883672,74.11096,Repair,Morning,Automated,False,True
3742,GA-2,STN-02,MCH-011,TL-027,OP-0012,995-DEF,ENGINE,BOM-3,270.19,58.89,Unknown,Torque Out Of Spec,Pass,HHT***********5F1,SUP-09,LOT-9803,WO-17543,False,0,51,42,0,0,2026-11-03 13:10:00,55.328,85.5608,Reject,Morning,Automated,False,True
3775,GA-2,STN-02,MCH-006,TL-008,OP-0025,341-ABC,ELECTRICAL,BOM-2,181.43,71.13,LEAK,Torque Out Of Spec,Fail,H28***********5H5,SUP-02,LOT-1518,WO-53851,False,0,75,79,0,0,2026-11-03 13:27:00,48.36754,70.88684,Unknown,Morning,Automated,False,True
3789,BODY-1,STN-02,MCH-004,TL-015,OP-0008,528-JKL,ENGINE,BOM-1,315.74,73.78,Unknown,Visual Defect,Pass,KDW***********0G9,SUP-01,LOT-9260,WO-28458,False,0,66,67,0,0,2026-11-03 13:34:00,50.49776,194.66072,Repair,Morning,Human,True,True
3823,PAINT-1,STN-02,MCH-006,TL-003,OP-0034,973-JKL,ENGINE,BOM-1,124.36,52.31,LEAK,Unknown,Pass,LDY***********1DF,SUP-09,LOT-7684,WO-30837,False,0,58,58,0,0,2026-11-03 13:51:00,48.82528000000001,81.83392,Unknown,Morning,Automated,False,True
3828,PAINT-1,STN-02,MCH-009,TL-029,OP-0033,229-DEF,INTERIOR,BOM-1,309.46,69.51,Unknown,Visual Defect,Pass,M4V***********2FH,SUP-02,LOT-2592,WO-23951,False,0,66,70,0,0,2026-11-03 13:53:00,43.294082,78.87061,Unknown,Morning,Human,False,True
3838,PAINT-1,STN-02,MCH-018,TL-020,OP-0008,476-DEF,INTERIOR,BOM-3,180.66,60.89,LEAK,Unknown,Pass,B72***********YHJ,SUP-09,LOT-8427,WO-77341,False,0,60,63,0,0,2026-11-03 13:58:00,49.17182,181.22758,NA,Morning,Human,True,True
3851,PAINT-1,STN-02,MCH-013,TL-024,OP-0017,414-GHI,INTERIOR,BOM-2,110.59,67.98,TORQ_OOS,Unknown,Fail,REP***********E0M,SUP-01,LOT-4915,WO-48883,False,0,63,60,0,0,2026-11-03 14:05:00,57.48795,193.19882,Reject,Evening,Automated,True,True
3908,BODY-1,STN-02,MCH-020,TL-022,OP-0012,337-GHI,ENGINE,BOM-1,317.77,51.73,Unknown,Unknown,Fail,JTB***********W5R,SUP-01,LOT-6253,WO-80909,False,0,50,42,0,0,2026-11-03 14:33:00,46.0966,88.78605999999999,OK,Evening,Human,False,True
3918,BODY-1,STN-02,MCH-001,TL-024,OP-0015,648-DEF,BODY,BOM-2,363.89,63.79,TEMP_OOS,Unknown,Pass,SXH***********ELE,SUP-02,LOT-3275,WO-55132,False,0,52,52,0,0,2026-11-03 14:38:00,49.574250000000006,69.40395,Reject,Evening,Automated,False,True
3924,GA-2,STN-02,MCH-008,TL-011,OP-0029,259-GHI,BODY,BOM-2,267.37,27.66,Unknown,Unknown,Pass,5ZW***********VFD,SUP-02,LOT-2292,WO-43076,False,0,51,51,0,0,2026-11-03 14:41:00,54.677040000000005,171.60330000000002,Reject,Evening,Automated,True,True
3952,GA-1,STN-02,MCH-002,TL-021,OP-0032,295-DEF,INTERIOR,BOM-3,131.38,54.17,Unknown,Torque Out Of Spec,Pass,A07***********PRF,SUP-02,LOT-6671,WO-54371,False,0,63,60,0,0,2026-11-03 14:55:00,51.070824,70.056,Reject,Evening,Human,False,True
4019,GA-1,STN-02,MCH-014,TL-008,OP-0041,881-DEF,ELECTRICAL,BOM-1,185.44,64.59,VISUAL,Unknown,Pass,R17***********1WH,SUP-01,LOT-4143,WO-39220,False,0,66,64,0,0,2026-11-03 15:29:00,47.9862,76.05359999999999,Repair,Evening,Automated,False,True
4038,PAINT-1,STN-02,MCH-015,TL-004,OP-0036,419-JKL,ELECTRICAL,BOM-3,241.65,48.89,TEMP_OOS,Leak Detected,Fail,RYK***********EDF,SUP-01,LOT-4921,WO-19858,False,0,51,44,0,0,2026-11-03 15:38:00,48.482068,71.58959999999999,OK,Evening,Human,False,True
4055,GA-1,STN-02,MCH-001,TL-014,OP-0013,528-GHI,ENGINE,BOM-2,101.22,65.85,TEMP_OOS,Temperature High,Pass,AD0***********4WP,SUP-02,LOT-1064,WO-36537,False,0,70,73,0,0,2026-11-03 15:47:00,42.622,73.427,Repair,Evening,Human,False,True
4099,BODY-1,STN-02,MCH-014,TL-021,OP-0031,131-JKL,INTERIOR,BOM-3,148.37,68.36,Unknown,Visual Defect,Pass,WNX***********9TG,SUP-02,LOT-3897,WO-27122,False,0,55,45,0,0,2026-11-03 16:09:00,48.0916,75.60119999999999,Unknown,Evening,Human,False,True
4108,BODY-1,STN-02,MCH-016,TL-016,OP-0036,705-DEF,ENGINE,BOM-1,241.54,67.79,VISUAL,Unknown,Pass,MR9***********C70,SUP-09,LOT-8143,WO-71723,False,0,52,42,0,0,2026-11-03 16:13:00,50.24322,68.85182,Reject,Evening,Human,False,True
4152,PAINT-1,STN-02,MCH-003,TL-013,OP-0025,721-GHI,INTERIOR,BOM-3,402.22,52.85,Unknown,Unknown,Pass,2DE***********S2M,SUP-02,LOT-3989,WO-73976,False,0,70,66,0,0,2026-11-03 16:35:00,46.6355,86.69294,Repair,Evening,Automated,False,True
4267,GA-2,STN-02,MCH-003,TL-026,OP-0034,593-DEF,BODY,BOM-1,271.54,68.73,Unknown,Torque Out Of Spec,Pass,NST***********9LJ,SUP-09,LOT-7646,WO-76840,False,0,57,58,0,0,2026-11-03 17:33:00,48.89408,164.23136,Repair,Evening,Human,True,True
4270,PAINT-1,STN-02,MCH-001,TL-003,OP-0021,377-GHI,ELECTRICAL,BOM-1,325.38,59.15,Unknown,Unknown,Pass,NW3***********MKH,SUP-02,LOT-5275,WO-58906,False,0,64,57,0,0,2026-11-03 17:34:00,41.21674,175.61066000000002,Repair,Evening,Automated,True,True
4283,GA-1,STN-02,MCH-001,TL-018,OP-0019,910-ABC,INTERIOR,BOM-1,101.54,63.64,Unknown,Temperature High,Pass,VHN***********GUW,SUP-02,LOT-5295,WO-22515,False,1,73,68,0,0,2026-11-03 17:41:00,52.37463,75.88977,NA,Evening,Automated,False,True
4303,GA-1,STN-02,MCH-008,TL-020,OP-0027,569-GHI,ELECTRICAL,BOM-3,87.95,57.84,TEMP_OOS,Unknown,Pass,E9M***********0LJ,SUP-09,LOT-5965,WO-97100,False,0,56,50,0,0,2026-11-03 17:51:00,51.15123,162.42759,Repair,Evening,Automated,True,True
4317,BODY-1,STN-02,MCH-006,TL-015,OP-0017,283-GHI,ELECTRICAL,BOM-2,149.7,79.93,Unknown,Temperature High,Pass,RDV***********HXA,SUP-01,LOT-7316,WO-97341,False,0,50,52,0,0,2026-11-03 17:58:00,48.13848,67.75416,Unknown,Evening,Automated,False,True
4354,GA-2,STN-02,MCH-010,TL-003,OP-0035,429-GHI,ELECTRICAL,BOM-2,368.97,54.1,TORQ_OOS,Unknown,Rework,71V***********8KA,SUP-02,LOT-1795,WO-43676,False,0,52,48,0,0,2026-11-03 18:16:00,50.40561,88.5368,NA,Evening,Human,False,True
4389,GA-2,STN-02,MCH-015,TL-021,OP-0030,202-ABC,BODY,BOM-1,257.97,54.63,Unknown,Torque Out Of Spec,Pass,694***********KMR,SUP-09,LOT-3435,WO-85413,False,0,55,59,0,0,2026-11-03 18:34:00,54.055800000000005,98.5424,Reject,Evening,Automated,False,True
4393,GA-1,STN-02,MCH-008,TL-007,OP-0017,568-ABC,INTERIOR,BOM-3,221.26,70.35,TEMP_OOS,Temperature High,Pass,91T***********8BX,SUP-01,LOT-6827,WO-47775,False,1,57,51,0,0,2026-11-03 18:36:00,51.7514,89.46019999999999,Reject,Evening,Automated,False,True
4437,PAINT-1,STN-02,MCH-001,TL-010,OP-0031,671-ABC,ELECTRICAL,BOM-2,315.59,59.88,Unknown,Leak Detected,Pass,1NJ***********CET,SUP-02,LOT-1767,WO-95654,False,0,70,67,0,0,2026-11-03 18:58:00,53.0078,188.45015999999998,NA,Evening,Human,True,True
