Event_ID,Line,Station,TS,Part_No,BOM_Version,Cycle_Time,Defect,Supplier,VIN,WO,Rework_Flag,Scrap_Reason,Calibration_Factor,Temp_C,Shift_Derived,Torque_Nm,Pressure_Bar,Torque_Anomaly,Temp_Anomaly,Pressure_Anomaly,Cycle_Anomaly,Tool_ID_Clean,Tool_Type,Calibration_Status,Effective_Date
2560,GA-1,STN-03,2026-03-11 03:19:00,841-ABC,BOM-1,66.9,REJECT,SUP-02,SF1***********WHB,WO-55369,False,Torque Out Of Spec,1.0,83.9,Night,57.5,6.9,False,False,False,False,TL-020,Torque Wrench,Valid,2025-01-01
2574,GA-2,STN-03,2026-03-11 03:26:00,240-GHI,BOM-3,60.43,REPAIR,SUP-02,EJZ***********KEN,WO-12207,False,Visual Defect,0.9859,61.61875,Night,50.18231,9.46464,False,False,False,False,TL-007,Torque Wrench,Valid,2026-06-01
2582,GA-2,STN-03,2026-03-11 03:30:00,680-GHI,BOM-2,60.76,OK,SUP-02,KY8***********NAS,WO-84255,False,Torque Out Of Spec,0.9777,76.06506,Night,53.57796,11.634630000000001,False,False,False,False,TL-017,Torque Wrench,Valid,2026-01-01
2690,GA-2,STN-03,2026-03-11 04:24:00,975-DEF,BOM-3,43.21,REJECT,SUP-01,H9X***********B5P,WO-83607,False,Temperature High,0.973,77.7427,Night,39.4065,10.2165,False,False,False,False,TL-015,Torque Wrench,Valid,2026-06-01
2734,GA-2,STN-03,2026-03-11 04:46:00,595-DEF,BOM-3,54.92,UNKNOWN,SUP-09,2W3***********3P2,WO-18994,False,Leak Detected,0.9765,87.99350000000001,Night,46.57905,9.116100608116493,False,False,False,False,TL-007,Torque Wrench,Valid,2026-06-01
2766,GA-1,STN-03,2026-03-11 05:02:00,418-ABC,BOM-2,67.09,REPAIR,SUP-01,B2H***********N4X,WO-66643,False,Visual Defect,1.0009,77.36957,Night,46.54185,9.50855,False,False,False,False,TL-001,Torque Wrench,Valid,2026-01-01
2938,GA-2,STN-03,2026-03-11 06:28:00,908-GHI,BOM-1,68.62,REPAIR,SUP-09,YFU***********55D,WO-53772,False,Temperature High,0.9948,73.31676,Morning,56.80308,12.435,False,False,False,False,TL-005,Torque Wrench,Valid,2025-01-01
2956,GA-2,STN-03,2026-03-11 06:37:00,235-GHI,BOM-3,69.23,REPAIR,SUP-01,A3C***********W05,WO-64788,False,Unknown,1.0166,76.14334,Morning,45.64534,13.114139999999999,False,False,False,False,TL-017,Torque Wrench,Valid,2026-06-01
2969,GA-1,STN-03,2026-03-11 06:44:00,581-GHI,BOM-2,51.96,OK,SUP-09,PJJ***********09K,WO-31626,False,Leak Detected,1.0086,79.6794,Morning,60.71772,9.88428,False,False,False,False,TL-005,Torque Wrench,Valid,2026-01-01
3015,GA-2,STN-03,2026-03-11 07:07:00,917-ABC,BOM-3,64.8,UNKNOWN,SUP-09,PW8***********56M,WO-95925,False,Unknown,1.0353,66.56979,Morning,56.837970000000006,9.914861622471353,False,False,False,False,TL-003,Torque Wrench,Valid,2026-06-01
3265,GA-1,STN-03,2026-03-11 09:12:00,497-DEF,BOM-3,55.6,REJECT,SUP-01,KFS***********619,WO-92185,False,Visual Defect,1.0166,86.97577777777778,Morning,48.2885,10.979280000000001,False,False,False,False,TL-012,Torque Wrench,Valid,2026-06-01
3272,GA-2,STN-03,2026-03-11 09:15:00,408-DEF,BOM-1,61.17,,SUP-02,NU3***********2UB,WO-40001,False,Unknown,0.9916,86.17004000000001,Morning,47.99344,10.4118,False,False,False,False,TL-024,Torque Wrench,Valid,2025-01-01
3292,GA-1,STN-03,2026-03-11 09:25:00,724-GHI,BOM-2,75.9,UNKNOWN,SUP-09,0HL***********8U9,WO-22081,False,Visual Defect,1.0246,64.34487999999999,Morning,52.66444,7.629503992057253,False,False,False,False,TL-022,Torque Wrench,Valid,2026-01-01
3294,GA-2,STN-03,2026-03-11 09:26:00,717-GHI,BOM-1,51.81,REJECT,SUP-02,H9P***********6N4,WO-71684,False,Torque Out Of Spec,1.0068,81.14808,Morning,53.15903999999999,8.0544,False,False,False,False,TL-020,Torque Wrench,Valid,2025-01-01
3295,GA-1,STN-03,2026-03-11 09:27:00,588-ABC,BOM-2,48.62,REJECT,SUP-09,0DC***********20E,WO-26483,False,Unknown,1.0015,98.7479,Morning,47.17065,12.11815,False,False,False,False,TL-011,Torque Wrench,Valid,2026-01-01
3302,GA-2,STN-03,2026-03-11 09:30:00,454-GHI,BOM-1,53.82,REPAIR,SUP-01,TH7***********VFN,WO-25055,False,Temperature High,1.0037,74.67528000000001,Morning,60.52311,9.836260000000001,False,False,False,False,TL-018,Torque Wrench,Valid,2025-01-01
3354,GA-1,STN-03,2026-03-11 09:56:00,826-ABC,BOM-3,57.13,REJECT,SUP-01,HYV***********83C,WO-32032,False,Temperature High,1.0159,78.63066,Morning,46.7314,9.995237799749031,False,False,False,False,TL-014,Torque Wrench,Valid,2026-06-01
3368,GA-1,STN-03,2026-03-11 10:03:00,262-DEF,BOM-3,71.66,REPAIR,SUP-01,B6L***********AFE,WO-12708,False,Unknown,1.0109,51.75808,Morning,49.12974,13.04061,False,False,False,False,TL-007,Torque Wrench,Valid,2026-06-01
3374,GA-2,STN-03,2026-03-11 10:06:00,975-GHI,BOM-3,59.5,UNKNOWN,SUP-02,YMZ***********FLR,WO-86062,False,Leak Detected,1.0021,79.86737000000001,Morning,47.19891,10.021,False,False,False,False,TL-018,Torque Wrench,Valid,2026-06-01
3391,GA-1,STN-03,2026-03-11 10:15:00,400-GHI,BOM-3,62.29,REJECT,SUP-01,Z67***********5N8,WO-48995,False,Temperature High,1.0351,78.87462,Morning,46.16546,10.868549999999999,False,False,False,False,TL-024,Torque Wrench,Valid,2026-06-01
3403,GA-1,STN-03,2026-03-11 10:21:00,744-DEF,BOM-1,42.44,REJECT,SUP-02,GPK***********3N6,WO-11925,False,Unknown,1.0179,81.12663,Morning,47.23056,11.516801803665246,False,False,False,False,TL-007,Torque Wrench,Valid,2025-01-01
3431,GA-2,STN-03,2026-03-11 10:35:00,471-GHI,BOM-1,51.82,REPAIR,SUP-09,W4Z***********MYT,WO-81659,False,Torque Out Of Spec,1.0063,84.5292,Morning,42.2646,10.56615,False,False,False,False,TL-005,Torque Wrench,Valid,2025-01-01
3490,GA-1,STN-03,2026-03-11 11:04:00,676-DEF,BOM-2,46.22,REPAIR,SUP-09,1LA***********D8J,WO-74826,False,Torque Out Of Spec,0.9971,69.99642,Morning,48.65848,10.36984,False,False,False,False,TL-019,Torque Wrench,Valid,2026-01-01
3528,GA-1,STN-03,2026-03-11 11:23:00,374-ABC,BOM-3,71.98,REPAIR,SUP-01,C2J***********EM8,WO-24526,False,Torque Out Of Spec,0.9956,74.27176,Morning,43.20904,8.4626,False,False,False,False,TL-005,Torque Wrench,Valid,2026-06-01
3596,GA-1,STN-03,2026-03-11 11:57:00,254-ABC,BOM-3,63.15,REJECT,SUP-09,0UG***********CVT,WO-87540,False,Torque Out Of Spec,1.0072,82.89256,Morning,62.95,,False,False,False,False,TL-010,Torque Wrench,Valid,2026-06-01
3616,GA-1,STN-03,2026-03-11 12:07:00,393-ABC,BOM-2,63.46,REJECT,SUP-02,Y2L***********9ZW,WO-91586,False,Visual Defect,0.9844,81.31144,Morning,53.45292,11.701110053916905,False,False,False,False,TL-009,Torque Wrench,Valid,2026-01-01
3618,GA-1,STN-03,2026-03-11 12:08:00,362-DEF,BOM-3,68.56,REPAIR,SUP-01,CXK***********XLS,WO-28444,False,Unknown,1.0054,66.25586000000001,Morning,46.7511,12.1933465712434,False,False,False,False,TL-004,Torque Wrench,Valid,2026-06-01
3522,GA-1,STN-03,2026-03-11 12:10:00,189-DEF,BOM-3,62.21,,SUP-01,MMF***********CH8,WO-15978,False,Unknown,0.97,77.86944444444444,Morning,48.694,7.76,False,False,False,False,TL-012,Torque Wrench,Valid,2026-06-01
3721,GA-2,STN-03,2026-03-11 13:00:00,710-ABC,BOM-2,61.32,REPAIR,SUP-02,US6***********EXR,WO-23009,False,Torque Out Of Spec,0.9938,76.32384,Morning,49.888760000000005,10.03738,False,False,False,False,TL-011,Torque Wrench,Valid,2026-01-01
3732,GA-1,STN-03,2026-03-11 13:05:00,778-DEF,BOM-1,63.06,,SUP-02,FAZ***********72V,WO-86150,False,Temperature High,1.009,81.82989999999998,Morning,53.9815,11.715247038707096,False,False,False,False,TL-024,Torque Wrench,Valid,2025-01-01
3846,GA-2,STN-03,2026-03-11 14:02:00,793-GHI,BOM-3,52.33,,SUP-09,YE4***********MD9,WO-80260,False,Unknown,1.0163,84.55616,Evening,38.92429,12.556775465740012,False,False,False,False,TL-019,Torque Wrench,Valid,2026-06-01
3849,GA-1,STN-03,2026-03-11 14:04:00,653-GHI,BOM-1,59.35,OK,SUP-09,FZA***********BV1,WO-96505,False,Temperature High,0.996,85.0584,Evening,54.0828,9.895585984362718,False,False,False,False,TL-020,Torque Wrench,Valid,2025-01-01
3861,GA-1,STN-03,2026-03-11 14:10:00,726-GHI,BOM-2,56.62,REJECT,SUP-02,60T***********KL6,WO-53291,False,Temperature High,1.0145,74.8701,Evening,44.53655,10.04355,False,False,False,False,TL-020,Torque Wrench,Valid,2026-01-01
3922,GA-1,STN-03,2026-03-11 14:40:00,777-GHI,BOM-2,55.23,,SUP-02,8AX***********S0C,WO-71323,False,Temperature High,1.0271,73.43764999999999,Evening,49.71164,9.93547415160165,False,False,False,False,TL-012,Torque Wrench,Valid,2026-01-01
3925,GA-1,STN-03,2026-03-11 14:42:00,148-ABC,BOM-3,64.66,,SUP-02,3M5***********XBZ,WO-83914,False,Visual Defect,0.9986,82.58422,Evening,50.029860000000006,10.784880000000001,False,False,False,False,TL-003,Torque Wrench,Valid,2026-06-01
3940,GA-1,STN-03,2026-03-11 14:49:00,695-ABC,BOM-1,59.32,REJECT,SUP-01,05U***********HD7,WO-30929,False,Visual Defect,0.9885,86.88915000000001,Evening,56.7399,8.99535,False,False,False,False,TL-004,Torque Wrench,Valid,2025-01-01
3952,GA-2,STN-03,2026-03-11 14:55:00,443-ABC,BOM-2,67.66,OK,SUP-01,SKX***********9KW,WO-91791,False,Leak Detected,1.0057,71.79580555555556,Evening,62.25283,7.273813069678291,False,False,False,False,TL-002,Torque Wrench,Valid,2026-01-01
3965,GA-2,STN-03,2026-03-11 15:02:00,111-DEF,BOM-1,59.75,REJECT,SUP-02,EBC***********103,WO-45944,False,Temperature High,0.9915,61.67130000000001,Evening,48.3852,9.3201,False,False,False,False,TL-023,Torque Wrench,Valid,2025-01-01
3990,GA-2,STN-03,2026-03-11 15:14:00,164-ABC,BOM-1,68.85,REPAIR,SUP-02,BPE***********BCA,WO-40904,False,Temperature High,1.0047,85.39949999999999,Evening,45.71385,9.898897530302404,False,False,False,False,TL-022,Torque Wrench,Valid,2025-01-01
3995,GA-1,STN-03,2026-03-11 15:17:00,392-DEF,BOM-3,62.02,REJECT,SUP-02,14T***********0LS,WO-64714,False,Leak Detected,0.963,84.851,Evening,51.039,6.865387002027055,False,False,False,False,TL-015,Torque Wrench,Valid,2026-06-01
3997,GA-1,STN-03,2026-03-11 15:18:00,719-ABC,BOM-3,44.39,REPAIR,SUP-01,ZT4***********LLB,WO-67424,False,Torque Out Of Spec,0.9798,77.79612,Evening,53.98698,11.2677,False,False,False,False,TL-009,Torque Wrench,Valid,2026-06-01
4014,GA-1,STN-03,2026-03-11 15:26:00,690-ABC,BOM-3,70.75,OK,SUP-01,XW3***********A3C,WO-17699,False,Torque Out Of Spec,1.0137,83.01076666666667,Evening,59.402820000000006,10.947960000000002,False,False,False,False,TL-015,Torque Wrench,Valid,2026-06-01
4028,GA-1,STN-03,2026-03-11 15:33:00,609-GHI,BOM-1,75.47,REJECT,SUP-01,RG7***********P92,WO-10130,False,Temperature High,0.9668,81.01783999999999,Evening,51.43376,8.432286711068823,False,False,False,False,TL-016,Torque Wrench,Valid,2025-01-01
4032,GA-2,STN-03,2026-03-11 15:35:00,613-ABC,BOM-1,71.22,REPAIR,SUP-02,XX0***********ABR,WO-65796,False,Leak Detected,1.0061,74.85384,Evening,47.99097,11.36893,False,False,False,False,TL-016,Torque Wrench,Valid,2025-01-01
4043,GA-1,STN-03,2026-03-11 15:41:00,687-DEF,BOM-1,75.18,,SUP-02,SXA***********E3U,WO-64977,False,Visual Defect,1.0282,95.82824000000001,Evening,51.20436,10.69328,False,False,False,False,TL-021,Torque Wrench,Valid,2025-01-01
4062,GA-1,STN-03,2026-03-11 15:50:00,484-ABC,BOM-2,48.06,REJECT,SUP-01,RX4***********17D,WO-59522,False,Torque Out Of Spec,1.0174,90.0399,Evening,56.26222,7.1218,False,False,False,False,TL-020,Torque Wrench,Valid,2026-01-01
4071,GA-2,STN-03,2026-03-11 15:55:00,984-GHI,BOM-3,61.2,REJECT,SUP-09,6E3***********46S,WO-66840,False,Visual Defect,0.9811,78.05195555555555,Evening,47.97579,10.399659999999999,False,False,False,False,TL-012,Torque Wrench,Valid,2026-06-01
4081,GA-1,STN-03,2026-03-11 16:00:00,707-ABC,BOM-2,54.95,REJECT,SUP-02,Z1Y***********2B7,WO-19876,False,Unknown,1.0242,72.61578,Evening,56.8431,9.83232,False,False,False,False,TL-008,Torque Wrench,Valid,2026-01-01
4098,GA-1,STN-03,2026-03-11 16:08:00,414-GHI,BOM-2,56.66,REJECT,SUP-09,S2Z***********HYL,WO-49318,False,Visual Defect,0.9913,66.71449,Evening,53.62933,6.83997,False,False,False,False,TL-001,Torque Wrench,Valid,2026-01-01
4029,GA-2,STN-03,2026-03-11 16:10:00,578-GHI,BOM-3,60.88,REJECT,SUP-01,NHM***********98B,WO-56477,False,Temperature High,1.024,76.9024,Evening,50.3808,,False,False,False,False,TL-005,Torque Wrench,Valid,2026-06-01
4134,GA-1,STN-03,2026-03-11 16:26:00,617-ABC,BOM-3,51.03,,SUP-01,NL8***********9WT,WO-39611,False,Temperature High,1.0107,82.67526,Evening,50.13072,11.82519,False,False,False,False,TL-016,Torque Wrench,Valid,2026-06-01
4165,GA-1,STN-03,2026-03-11 16:42:00,230-ABC,BOM-3,69.94,REJECT,SUP-02,XC8***********09H,WO-13995,False,Unknown,0.9857,65.54905000000001,Evening,48.20073,8.8713,False,False,False,False,TL-013,Torque Wrench,Valid,2026-06-01
4337,GA-2,STN-03,2026-03-11 18:08:00,352-DEF,BOM-2,84.67,REJECT,SUP-09,RCM***********GL0,WO-19672,False,Leak Detected,1.021,65.23055555555554,Evening,51.86679999999999,10.573380769177732,False,False,False,False,TL-021,Torque Wrench,Valid,2026-01-01
4429,GA-2,STN-03,2026-03-11 18:54:00,221-GHI,BOM-2,64.51,REJECT,SUP-01,C72***********8FN,WO-34601,False,Visual Defect,1.0056,76.20213333333334,Evening,49.37496,10.240565920655277,False,False,False,False,TL-010,Torque Wrench,Valid,2026-01-01
4482,GA-1,STN-03,2026-03-11 19:20:00,210-ABC,BOM-1,55.95,REJECT,SUP-01,TA1***********W48,WO-31934,False,Visual Defect,0.9878,94.03856,Evening,49.19244,8.00118,False,False,False,False,TL-011,Torque Wrench,Valid,2025-01-01
4484,GA-2,STN-03,2026-03-11 19:21:00,999-ABC,BOM-3,39.8,,SUP-01,X9J***********BLM,WO-86853,False,Torque Out Of Spec,1.014,82.134,Evening,51.8154,11.360815786207752,False,False,False,False,TL-018,Torque Wrench,Valid,2026-06-01
4491,GA-1,STN-03,2026-03-11 19:25:00,587-DEF,BOM-2,54.56,REJECT,SUP-02,9L1***********TL2,WO-17484,False,Leak Detected,0.9877,77.53445,Evening,58.07676,9.213848094982007,False,False,False,False,TL-012,Torque Wrench,Valid,2026-01-01
4526,GA-2,STN-03,2026-03-11 19:42:00,228-GHI,BOM-3,55.08,REJECT,SUP-01,ZR2***********APP,WO-72659,False,Temperature High,0.9785,86.6951,Evening,43.15185,9.1979,False,False,False,False,TL-003,Torque Wrench,Valid,2026-06-01
4549,GA-2,STN-03,2026-03-11 19:54:00,576-ABC,BOM-3,67.72,REPAIR,SUP-01,19C***********LKM,WO-18988,False,Leak Detected,0.977,87.82144444444444,Evening,49.5339,8.2068,False,False,False,False,TL-006,Torque Wrench,Valid,2026-06-01
4563,GA-1,STN-03,2026-03-11 20:01:00,878-DEF,BOM-2,64.71,REPAIR,SUP-01,WW9***********YSP,WO-77096,False,Temperature High,0.9981,91.72539,Evening,51.50196,12.07701,False,False,False,False,TL-016,Torque Wrench,Valid,2026-01-01
4609,GA-2,STN-03,2026-03-11 20:24:00,652-ABC,BOM-1,56.12,,SUP-01,XR6***********D84,WO-48525,False,Unknown,1.0083,94.57853999999999,Evening,44.66768999999999,10.90764282463906,False,False,False,False,TL-012,Torque Wrench,Valid,2025-01-01
4696,GA-1,STN-03,2026-03-11 21:07:00,744-GHI,BOM-3,63.33,UNKNOWN,SUP-01,10T***********4H4,WO-11011,False,Leak Detected,1.0095,78.57275,Evening,52.2921,11.81115,False,False,False,False,TL-002,Torque Wrench,Valid,2026-06-01
4702,GA-2,STN-03,2026-03-11 21:10:00,449-GHI,BOM-3,55.0,REPAIR,SUP-02,CM5***********MAT,WO-24693,False,Torque Out Of Spec,0.9803,78.81612,Evening,46.66228,10.827787200595704,False,False,False,False,TL-023,Torque Wrench,Valid,2026-06-01
4719,GA-1,STN-03,2026-03-11 21:19:00,574-GHI,BOM-3,58.38,REJECT,SUP-09,2WL***********8R5,WO-16147,False,Unknown,0.9881,73.81107,Evening,50.78834,9.485759999999999,False,False,False,False,TL-007,Torque Wrench,Valid,2026-06-01
4755,GA-1,STN-03,2026-03-11 21:37:00,197-ABC,BOM-3,55.09,REJECT,SUP-01,EEY***********AUP,WO-52399,False,Leak Detected,0.9936,70.84368,Evening,58.52304,13.314240000000002,False,False,False,False,TL-011,Torque Wrench,Valid,2026-06-01
4783,GA-1,STN-03,2026-03-11 21:51:00,820-DEF,BOM-3,49.82,,SUP-01,DLK***********6SH,WO-58775,False,Visual Defect,0.9944,80.14863999999999,Evening,45.44408,13.22552,False,False,False,False,TL-013,Torque Wrench,Valid,2026-06-01
4797,GA-1,STN-03,2026-03-11 21:58:00,845-ABC,BOM-1,60.82,REPAIR,SUP-01,499***********44F,WO-20165,False,Torque Out Of Spec,1.0001,72.80727999999999,Evening,51.80518,8.922691984169665,False,False,False,False,TL-017,Torque Wrench,Valid,2025-01-01
4883,GA-1,STN-03,2026-03-11 22:41:00,372-GHI,BOM-1,59.89,REJECT,SUP-09,VLX***********813,WO-22847,False,Torque Out Of Spec,1.0025,81.87083333333334,Night,47.01725,9.3726471683283,False,False,False,False,TL-004,Torque Wrench,Valid,2025-01-01
4893,GA-1,STN-03,2026-03-11 22:46:00,914-DEF,BOM-1,50.21,REPAIR,SUP-02,D2D***********CSH,WO-32347,False,Unknown,1.0404,75.22091999999999,Night,46.2978,11.276415835849914,False,False,False,False,TL-022,Torque Wrench,Valid,2025-01-01
4895,GA-1,STN-03,2026-03-11 22:47:00,232-ABC,BOM-1,55.08,,SUP-09,GDM***********C6S,WO-87545,False,Unknown,1.04,64.792,Night,47.528000000000006,12.064,False,False,False,False,TL-019,Torque Wrench,Valid,2025-01-01
4918,GA-2,STN-03,2026-03-11 22:58:00,825-ABC,BOM-1,68.72,REJECT,SUP-09,U3S***********YXA,WO-46878,False,Temperature High,0.9991,94.41495,Night,49.65527,11.28983,False,False,False,False,TL-024,Torque Wrench,Valid,2025-01-01
4919,GA-2,STN-03,2026-03-11 22:59:00,537-GHI,BOM-3,63.89,REJECT,SUP-09,UCM***********3RT,WO-55523,False,Visual Defect,1.0152,80.80992,Night,52.18128,8.63043891945559,False,False,False,False,TL-020,Torque Wrench,Valid,2026-06-01
5082,GA-1,STN-03,2026-03-12 00:20:00,377-ABC,BOM-2,56.34,OK,SUP-09,K3G***********DFE,WO-20459,False,Unknown,1.0271,93.97964999999999,Night,48.06828,10.989969999999998,False,False,False,False,TL-012,Torque Wrench,Valid,2026-01-01
5265,GA-2,STN-03,2026-03-12 01:52:00,837-DEF,BOM-3,50.67,REJECT,SUP-02,JMD***********K60,WO-49790,False,Temperature High,1.0298,77.02904,Night,46.44398,6.4877400000000005,False,False,False,False,TL-001,Torque Wrench,Valid,2026-06-01
5271,GA-1,STN-03,2026-03-12 01:55:00,329-DEF,BOM-3,79.5,REJECT,SUP-02,WPJ***********XEU,WO-70419,False,Unknown,0.9827,90.01532,Night,53.45888,11.30105,False,False,False,False,TL-003,Torque Wrench,Valid,2026-06-01
5516,GA-2,STN-03,2026-03-12 03:57:00,101-ABC,BOM-1,76.05,REJECT,SUP-02,9E6***********PGT,WO-81297,False,Unknown,0.9829,74.40553,Night,47.1792,7.76491,False,False,False,False,TL-006,Torque Wrench,Valid,2025-01-01
5537,GA-2,STN-03,2026-03-12 04:08:00,462-DEF,BOM-2,46.94,REJECT,SUP-02,FML***********G97,WO-22694,False,Leak Detected,1.0068,63.20466666666666,Night,45.8094,9.765959999999998,False,False,False,False,TL-013,Torque Wrench,Valid,2026-01-01
5547,GA-2,STN-03,2026-03-12 04:13:00,238-GHI,BOM-1,63.65,REPAIR,SUP-01,L2Y***********K7L,WO-47438,False,Unknown,0.9965,94.6121388888889,Night,58.39490000000001,10.86185,False,False,False,False,TL-012,Torque Wrench,Valid,2025-01-01
5557,GA-2,STN-03,2026-03-12 04:18:00,856-ABC,BOM-3,86.03,UNKNOWN,SUP-02,1ZK***********R1S,WO-39208,False,Temperature High,0.9632,79.24995555555554,Night,48.16,9.054079999999999,False,False,False,False,TL-008,Torque Wrench,Valid,2026-06-01
5563,GA-2,STN-03,2026-03-12 04:21:00,226-GHI,BOM-2,56.73,REJECT,SUP-09,B0T***********ECK,WO-24052,False,Visual Defect,1.0028,78.11812,Night,52.34616,9.82744,False,False,False,False,TL-019,Torque Wrench,Valid,2026-01-01
5567,GA-2,STN-03,2026-03-12 04:23:00,188-DEF,BOM-3,45.6,REJECT,SUP-01,8KF***********0KM,WO-45903,False,Temperature High,0.9826,96.98262000000001,Night,55.713420000000006,9.755677822363795,False,False,False,False,TL-001,Torque Wrench,Valid,2026-06-01
5575,GA-1,STN-03,2026-03-12 04:27:00,692-DEF,BOM-3,53.68,UNKNOWN,SUP-09,KYU***********0PL,WO-89240,False,Unknown,1.0003,74.12222999999999,Night,55.61668,9.70291,False,False,False,False,TL-010,Torque Wrench,Valid,2026-06-01
5716,GA-1,STN-03,2026-03-12 05:37:00,953-GHI,BOM-2,49.58,UNKNOWN,SUP-09,AHB***********VJN,WO-22430,False,Torque Out Of Spec,0.9985,90.26440000000001,Night,48.7268,11.1832,False,False,False,False,TL-017,Torque Wrench,Valid,2026-01-01
5724,GA-1,STN-03,2026-03-12 05:41:00,715-DEF,BOM-3,67.08,OK,SUP-09,BXJ***********DLN,WO-87586,False,Leak Detected,0.9823,75.14595,Night,64.73357,11.59114,False,False,False,False,TL-021,Torque Wrench,Valid,2026-06-01
5731,GA-2,STN-03,2026-03-12 05:45:00,352-GHI,BOM-1,63.5,REJECT,SUP-01,115***********L8G,WO-66479,False,Leak Detected,1.0089,82.83068999999999,Night,39.54888,10.37155710917139,False,False,False,False,TL-010,Torque Wrench,Valid,2025-01-01
5736,GA-2,STN-03,2026-03-12 05:47:00,251-GHI,BOM-2,59.98,REJECT,SUP-01,NPN***********TP2,WO-56342,False,Torque Out Of Spec,0.9843,70.97896666666666,Night,40.06101,9.843,False,False,False,False,TL-020,Torque Wrench,Valid,2026-01-01
5739,GA-1,STN-03,2026-03-12 05:49:00,160-DEF,BOM-2,52.73,UNKNOWN,SUP-09,DYH***********1KS,WO-94702,False,Torque Out Of Spec,1.0084,96.40303999999999,Night,41.44524,10.689039999999999,False,False,False,False,TL-015,Torque Wrench,Valid,2026-01-01
5767,GA-1,STN-03,2026-03-12 06:03:00,490-ABC,BOM-2,53.88,REPAIR,SUP-01,0YS***********WYZ,WO-80436,False,Visual Defect,0.9438,62.38517999999999,Morning,44.92488,8.277234931535183,False,False,False,False,TL-017,Torque Wrench,Valid,2026-01-01
5699,GA-2,STN-03,2026-03-12 06:10:00,243-DEF,BOM-2,69.4,,SUP-02,8XE***********V97,WO-82839,False,Leak Detected,0.9829,84.43111,Morning,46.09801,8.15807,False,False,False,False,TL-011,Torque Wrench,Valid,2026-01-01
5802,GA-2,STN-03,2026-03-12 06:20:00,491-ABC,BOM-2,55.37,UNKNOWN,SUP-01,NK3***********HXG,WO-88912,False,Temperature High,1.0055,72.9993,Morning,43.2365,11.029871481956453,False,False,False,False,TL-015,Torque Wrench,Valid,2026-01-01
5808,GA-2,STN-03,2026-03-12 06:23:00,400-ABC,BOM-2,57.68,REPAIR,SUP-09,1FH***********UZT,WO-20254,False,Leak Detected,1.0179,79.11345000000001,Morning,50.18247,12.418379999999999,False,False,False,False,TL-023,Torque Wrench,Valid,2026-01-01
5849,GA-2,STN-03,2026-03-12 06:44:00,579-DEF,BOM-2,78.44,UNKNOWN,SUP-09,8L2***********5NX,WO-44782,False,Torque Out Of Spec,1.0263,73.99623,Morning,54.18864,8.760182848632772,False,False,False,False,TL-003,Torque Wrench,Valid,2026-01-01
5862,GA-2,STN-03,2026-03-12 06:50:00,684-ABC,BOM-2,70.34,REJECT,SUP-09,8NW***********2JY,WO-65511,False,Torque Out Of Spec,1.0,63.0,Morning,56.0,10.9,False,False,False,False,TL-015,Torque Wrench,Valid,2026-01-01
5865,GA-2,STN-03,2026-03-12 06:52:00,169-GHI,BOM-1,41.81,,SUP-02,JRU***********SXL,WO-19073,False,Temperature High,0.9997,69.64576666666667,Morning,46.9859,10.59682,False,False,False,False,TL-014,Torque Wrench,Valid,2025-01-01
5881,GA-2,STN-03,2026-03-12 07:00:00,527-GHI,BOM-2,64.93,REJECT,SUP-01,PCY***********KWC,WO-83547,False,Torque Out Of Spec,1.0097,82.73930555555556,Morning,56.24029,10.686092610212496,False,False,False,False,TL-001,Torque Wrench,Valid,2026-01-01
5766,GA-1,STN-03,2026-03-12 07:10:00,914-ABC,BOM-3,60.27,REPAIR,SUP-02,FEL***********96K,WO-50328,False,Torque Out Of Spec,1.0092,69.1302,Morning,51.16644000000001,9.991080000000002,False,False,False,False,TL-014,Torque Wrench,Valid,2026-06-01
5918,GA-2,STN-03,2026-03-12 07:18:00,507-DEF,BOM-3,56.1,REJECT,SUP-02,EC2***********29B,WO-31809,False,Torque Out Of Spec,0.9879,79.72353,Morning,50.08653,7.70562,False,False,False,False,TL-009,Torque Wrench,Valid,2026-06-01
5986,GA-2,STN-03,2026-03-12 07:52:00,567-DEF,BOM-3,44.66,REPAIR,SUP-09,XKN***********73H,WO-67574,False,Visual Defect,1.0236,91.50984000000001,Morning,54.04608,12.018855748148763,False,False,False,False,TL-018,Torque Wrench,Valid,2026-06-01
6012,GA-1,STN-03,2026-03-12 08:05:00,510-DEF,BOM-2,43.91,REPAIR,SUP-09,L7F***********B75,WO-87703,False,Torque Out Of Spec,0.9767,73.54551,Morning,48.835,10.54836,False,False,False,False,TL-006,Torque Wrench,Valid,2026-01-01
6017,GA-1,STN-03,2026-03-12 08:08:00,850-DEF,BOM-1,61.6,REJECT,SUP-01,CEW***********RLP,WO-80738,False,Torque Out Of Spec,0.9861,83.42406,Morning,54.33411,7.988716750093079,False,False,False,False,TL-024,Torque Wrench,Valid,2025-01-01
6020,GA-2,STN-03,2026-03-12 08:09:00,866-DEF,BOM-3,70.55,,SUP-09,E5D***********A49,WO-53123,False,Visual Defect,0.9998,95.58088,Morning,49.190160000000006,9.89802,False,False,False,False,TL-004,Torque Wrench,Valid,2026-06-01
6033,GA-2,STN-03,2026-03-12 08:16:00,852-GHI,BOM-3,58.26,,SUP-01,8AW***********KS8,WO-17137,False,Leak Detected,0.9894,78.26154,Morning,56.59368,8.799942084143465,False,False,False,False,TL-009,Torque Wrench,Valid,2026-06-01
